,Vote,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Most_Important_Issue,Avg_Residancy_Altitude,Will_vote_only_large_party,Financial_agenda_matters
73,Greys,476.774900861,635.602250738,735.397368134,Environment,49.4620404185,Yes,No
74,Yellows,473.919629162,665.595121781,627.95515458,Education,72.508615764,Yes,No
75,Pinks,852.080374829,399.287156528,592.136725122,Other,61.341651163,Yes,Yes
76,Yellows,403.316656413,574.039879384,604.163763625,Healthcare,45.2311096369,Yes,No
77,Yellows,417.284961533,665.976077575,766.566208863,Environment,90.7204005081,Yes,No
78,Whites,15.8402679954,874.966808012,448.997094601,Military,42.6637730024,Yes,Yes
79,Greys,461.257351443,637.510843405,772.37724376,Social,166.71220343,Yes,No
80,Reds,383.048514214,694.005667392,831.775220929,Social,112.977719496,Yes,No
81,Yellows,406.150287582,594.463242665,634.042986595,Environment,295.085905029,Yes,No
82,Reds,372.964841588,710.319694268,860.849902372,Healthcare,147.120270356,Yes,No
83,Whites,811.719114427,992.424309361,969.922281102,Foreign_Affairs,151.273955925,Yes,Yes
84,Purples,632.976846536,535.46061553,577.073181006,Financial,2.2459049323,No,Yes
85,Blues,397.717356016,576.371483983,589.810420224,Healthcare,53.9183961492,Yes,No
86,Whites,548.816756345,952.63872366,615.656870149,Foreign_Affairs,39.2091794936,Yes,Yes
87,Yellows,544.221457851,551.859263828,783.802477452,Environment,201.580986931,Yes,No
88,Reds,591.602670011,666.355026406,719.518010124,Social,47.0576203414,Yes,No
89,Blues,566.051424968,627.032259495,645.099114647,Social,11.052662302,Yes,No
90,Blues,586.49780442,668.062704996,691.38835167,Healthcare,86.2160114044,Yes,No
91,Reds,365.28013825,709.315517479,858.982465734,Social,153.427763104,Yes,No
92,Oranges,804.601023302,844.941053606,692.534335002,Environment,160.038678843,Yes,No
93,Whites,101.749457419,994.187788378,442.267769426,Foreign_Affairs,61.6760016868,Yes,Yes
94,Reds,599.259527959,639.100400279,714.887012117,Environment,216.110039816,Yes,No
95,Yellows,459.358858791,609.114469388,881.242656422,Social,153.204822758,Yes,No
96,Oranges,404.220045157,565.323390457,802.031994849,Healthcare,127.51473075,Yes,No
97,Blues,605.161703427,644.799128072,659.182339067,Financial,246.670348638,Yes,No
98,Oranges,427.580398099,573.724880709,778.504166504,Social,306.397618596,Yes,No
99,Greys,623.572081185,586.305268641,646.267892882,Education,248.333439499,Yes,No
100,Browns,527.061138573,35.6361530081,206.265789889,Healthcare,420.353401692,No,No
101,Oranges,370.814842959,592.087710646,759.812726534,Financial,179.462328963,Yes,No
102,Blues,619.142325439,692.967909453,656.021488387,Financial,114.673820705,Yes,No
103,Yellows,416.241185097,684.125963672,665.787697605,Education,164.98704661,Yes,No
104,Yellows,369.950333085,564.525770173,614.873113004,Environment,88.5274244769,Yes,No
105,Yellows,425.97655733,620.594655246,645.685078828,Social,106.089920369,Yes,No
106,Blues,405.754697775,588.564922665,609.579648701,Environment,44.5546010622,Yes,No
107,Oranges,432.366741241,542.967927225,716.633982315,Social,47.6723230192,Yes,No
108,Whites,906.585968332,938.26467499,918.670267193,Foreign_Affairs,68.4887206268,Yes,Yes
109,Yellows,512.35399361,611.924641967,775.604180346,Financial,254.320178079,Yes,No
110,Blues,602.333545822,642.597344015,674.995096485,Education,76.4678959526,Yes,No
111,Greens,809.415686993,803.542221342,109.54647488,Foreign_Affairs,90.6970790521,Yes,Yes
112,Reds,369.651347858,712.797583945,882.865480975,Social,48.1062828772,Yes,No
113,Browns,426.528942149,536.188887407,275.703893909,Social,382.020226673,No,No
114,Purples,637.202943639,526.737465521,860.187478545,Education,292.727657394,No,Yes
115,Yellows,505.978708967,591.409146837,711.411306325,Financial,103.431660123,Yes,No
116,Whites,55.3491669707,388.566751489,717.770118725,Military,36.6037899176,Yes,Yes
117,Greys,439.105153055,594.397446127,713.109583106,Healthcare,180.565988525,Yes,No
118,Greys,616.619379618,586.296024206,649.724255572,Environment,334.52560274,Yes,No
119,Purples,305.599356076,531.837780432,524.980862511,Financial,8.89645605946,No,Yes
120,Yellows,465.287416736,644.545163365,757.596354927,Social,124.422972956,Yes,No
121,Reds,593.94881944,648.374304948,732.064844749,Financial,92.0786741528,Yes,No
122,Reds,577.781716207,668.084180737,709.387410669,Education,91.9574553411,Yes,No
123,Greens,727.839348426,815.03507308,706.038802164,Foreign_Affairs,83.9090226645,Yes,Yes
124,Yellows,371.448223093,611.639247119,608.548877634,Financial,319.83345839,Yes,No
125,Yellows,423.650552806,616.023275854,631.093662415,Financial,66.7406452836,Yes,No
126,Yellows,359.952934918,562.997944981,590.761165691,Education,26.2392795044,Yes,No
127,Oranges,795.525641181,842.084926778,699.716363811,Financial,163.258991531,Yes,No
128,Oranges,434.216087563,557.238607946,772.658517242,Healthcare,258.32828621,Yes,No
129,Greys,445.544342755,576.489474612,746.368849583,Social,190.516559355,Yes,No
130,Reds,398.491236966,704.827727925,861.811037737,Social,90.6893251586,Yes,No
131,Browns,681.685730915,729.406391148,575.188270112,Social,503.903122254,No,No
132,Oranges,442.392827224,586.01685354,778.56657298,Education,99.3201427232,Yes,No
133,Greens,546.871660507,835.228446878,370.994787896,Foreign_Affairs,305.281336634,Yes,Yes
134,Greens,875.270737451,611.707222692,283.498739125,Other,193.300788191,Yes,Yes
135,Greys,656.728741052,617.988169058,674.939930473,Environment,36.7385521346,Yes,No
136,Yellows,361.925269637,598.825394275,565.414974857,Education,19.204043386,Yes,No
137,Blues,585.439798352,655.141610591,680.698913706,Healthcare,306.924388345,Yes,No
138,Yellows,462.001939019,534.691741228,623.544709613,Environment,74.2986388999,Yes,No
139,Reds,640.435594425,674.870261513,689.323247083,Healthcare,119.375459253,Yes,No
140,Yellows,397.690416721,501.061204458,602.163484416,Healthcare,21.8350285637,Yes,No
141,Oranges,469.155746025,598.295634091,792.019360034,Social,207.060853221,Yes,No
142,Yellows,540.027189272,,760.625883738,Education,29.9660375259,Yes,No
143,Whites,317.350417143,948.278497697,465.19650707,Military,248.45219295,Yes,Yes
144,Oranges,405.674969808,582.467473761,756.004091669,Education,36.5444025876,Yes,No
145,Greens,444.124791053,171.680804903,51.1535624973,Foreign_Affairs,118.043687715,Yes,Yes
146,Yellows,354.270567881,609.846686937,579.668445303,Financial,179.577862996,Yes,No
147,Greys,458.865965401,631.216870056,758.096638333,Healthcare,199.879099735,Yes,No
148,Greys,458.21064714,608.329577743,745.434683035,Financial,143.291823459,Yes,No
149,Greys,438.923258237,597.001961164,698.727510774,Environment,165.011934907,Yes,No
150,Oranges,435.361560636,580.24760924,738.202317125,Financial,106.313218179,Yes,No
151,Purples,657.477150769,501.176079174,583.480941255,Financial,25.9281989007,No,Yes
152,Reds,395.128407771,706.920930455,861.453274151,Environment,249.75558503,Yes,No
153,Reds,653.230349829,699.607109721,745.874202642,Financial,156.631264337,Yes,No
154,Yellows,425.209272975,559.265375633,564.549165419,Education,32.5296941513,Yes,No
155,Yellows,408.87664653,541.060770765,582.21274648,Social,208.219032587,Yes,No
156,Greens,774.964549218,154.950387302,66.7467152234,Other,99.9253472303,Yes,Yes
157,Greens,941.243089755,802.527366425,505.935258698,Foreign_Affairs,244.60058068,Yes,Yes
158,Blues,451.777368821,601.881502714,617.301308081,Financial,91.8009670428,Yes,No
159,Reds,348.256691914,680.500538449,840.376355717,Healthcare,36.7492235193,Yes,No
160,Greens,950.071539471,677.321543768,513.694074936,Other,115.902965221,Yes,Yes
161,Oranges,406.052938336,589.782112642,794.4883624,Financial,29.1803264619,,No
162,Pinks,779.587752691,523.146010702,931.846808301,Other,112.479980497,Yes,Yes
163,Yellows,570.333479045,602.669671674,895.372504283,Financial,271.270523756,Yes,No
164,Blues,418.457312452,571.083909518,599.364511141,Healthcare,289.646265324,Yes,No
165,Blues,622.97442169,654.662280951,663.357122171,Education,13.9644519192,Yes,No
166,Blues,452.396787488,596.466158527,629.385344841,Environment,99.4823658353,Yes,No
167,Greys,437.258953923,600.951249895,736.882479096,Financial,336.506067144,Yes,No
168,Blues,635.831811841,690.860140599,649.42601229,Financial,63.5644715165,Yes,No
169,Yellows,462.378587823,686.070307714,616.765942247,Environment,35.7115052311,Yes,No
170,Reds,582.342209387,651.163745831,720.012649848,Healthcare,279.919223163,Yes,No
171,Yellows,401.460228163,571.677080489,595.679826035,Financial,221.184359115,Yes,No
172,Reds,396.954816034,725.275530061,882.293461601,Financial,49.9873841559,Yes,No
173,Browns,255.734968054,779.408260203,913.552602523,Environment,641.14247973,No,No
174,Yellows,431.296530955,590.151229322,617.335523973,Financial,114.865885251,Yes,No
175,Yellows,439.190478644,575.250120178,564.094922844,Environment,143.526359534,Yes,No
176,Whites,382.408591453,523.368391958,674.783525193,Military,65.1041131579,Yes,Yes
177,Yellows,337.718910969,617.611033636,594.188045626,Healthcare,54.1668825794,Yes,No
178,Reds,387.792211226,699.473997504,814.612122593,Financial,69.824935079,Yes,No
179,Yellows,445.835202328,564.555984162,591.647385465,Financial,71.675544018,Yes,No
180,Greys,607.644883225,580.233574614,613.044889158,Financial,308.852192931,Yes,No
181,Greys,408.52897317,561.475739608,721.828026613,Financial,53.4543816135,Yes,No
182,Blues,434.131381457,589.765239919,611.807410634,Environment,147.215875119,Yes,No
183,Yellows,548.64440373,662.518476292,849.065888588,Healthcare,252.377254428,Yes,No
184,Oranges,389.285178858,586.34890127,755.796625987,Healthcare,107.09134697,Yes,No
185,Yellows,402.604379536,579.589069304,642.81350365,Environment,140.862678585,Yes,No
186,Pinks,696.154304194,312.68831715,610.024323273,Other,95.9692547205,Yes,Yes
187,Yellows,358.89048842,565.557611866,606.151029481,Education,113.466291755,Yes,No
188,Yellows,517.614907518,700.637638189,871.766208739,Financial,326.585584189,Yes,No
189,Blues,561.068002079,636.115371821,645.786826464,Financial,91.368149839,Yes,No
190,Blues,605.078796723,663.657323819,675.938255234,Financial,88.6711828375,Yes,No
191,Pinks,924.923469557,636.250109179,805.560040597,Military,78.1737485871,Yes,Yes
192,Greens,979.41887469,975.760504414,836.690307129,Other,93.9419214394,Yes,Yes
193,Blues,395.647251991,576.520748566,584.245927445,Social,116.912094344,Yes,No
194,Yellows,408.867249116,585.985692973,581.201422744,Financial,218.114905086,Yes,No
195,Browns,78.8465753626,657.627662869,669.170317971,Environment,470.312090418,No,No
196,Blues,589.48116191,638.692600054,670.145664861,Social,43.1843869285,Yes,No
197,Reds,394.955279787,727.006897263,855.332767755,Financial,75.5504493557,Yes,No
198,Blues,558.562538556,648.003951062,642.467471204,Education,137.408788308,Yes,No
199,Reds,571.265050503,635.257039786,660.122260943,Social,43.3203279498,Yes,No
200,Yellows,400.149367494,580.874270823,552.145684801,Environment,88.6439709878,Yes,No
201,Yellows,369.165812652,618.173331592,605.455792836,Education,11.7921991449,Yes,No
202,Oranges,484.239784315,588.326675155,782.229390267,Healthcare,60.8108968747,Yes,No
203,Greys,633.616781941,637.866995025,678.78374044,Education,164.050711145,Yes,No
204,Blues,590.800194266,680.837349752,656.367899088,,203.724972382,Yes,No
205,Yellows,534.543059381,546.609917665,763.023123855,Education,160.560626067,Yes,No
206,Blues,388.991760576,564.629174274,580.590551224,Education,60.8738238043,Yes,No
207,Reds,398.778357087,752.456510191,850.807240487,Financial,64.6106294091,Yes,No
208,Yellows,491.891757046,640.782967825,658.634432925,Financial,267.065213595,Yes,No
209,Yellows,372.467868937,588.347925895,605.910511809,Education,147.54251221,Yes,No
210,Blues,422.978124012,564.344450615,597.221541958,Social,117.177820128,Yes,No
211,Reds,589.185548236,678.162384532,723.603227618,Social,219.068408702,Yes,No
212,Whites,564.715440385,651.242799348,694.952380351,Military,35.4627210475,Yes,Yes
213,Pinks,887.603731388,576.144492254,948.364326468,Military,145.021900929,Yes,Yes
214,Reds,594.109093944,624.572251051,703.470487975,Social,62.6252563826,Yes,No
215,Greys,444.351624895,556.607276326,691.124212409,Education,295.288808569,Yes,No
216,Blues,434.196381357,582.550043385,609.056390463,Social,136.235241195,Yes,No
217,Reds,367.141289866,699.778392689,890.800111838,Environment,53.6576943173,Yes,No
218,Yellows,362.704486656,523.65412067,,Environment,154.482015731,Yes,No
219,Oranges,799.848623125,838.697011057,664.777308562,Education,148.258470506,Yes,No
220,Blues,411.58219878,579.601913081,596.26786565,Social,292.896348064,Yes,No
221,Reds,378.16022865,724.792658019,837.894387055,Healthcare,113.39198367,Yes,No
222,Yellows,506.602337226,602.928901921,803.873320942,Environment,43.9640801264,Yes,No
223,Browns,171.407944304,234.770940053,784.488055449,Social,467.174380441,No,No
224,Blues,573.367224958,652.517765871,659.339695187,Education,301.937641919,Yes,No
225,Blues,590.167606239,638.159680177,647.705350779,Environment,52.6186034747,Yes,No
226,Browns,15.8645049585,286.857334783,892.951850818,Healthcare,362.404071275,No,No
227,Yellows,393.734409949,586.423631,660.657866349,Education,66.9378174557,Yes,No
228,Reds,583.31172327,692.824414042,701.878679539,Financial,71.131965027,Yes,No
229,Whites,289.738199906,389.141315211,614.930342674,Military,15.8594333842,Yes,Yes
230,Reds,392.929430378,732.135767759,810.849873649,Education,323.186825,Yes,No
231,Greens,386.125250804,795.23255127,264.911928913,Foreign_Affairs,141.4517462,Yes,Yes
232,Yellows,368.157700556,597.670315765,590.629408817,Financial,47.359034768,Yes,No
233,Reds,594.423399575,691.981022275,700.389128017,Financial,223.090952721,Yes,No
234,Greys,479.833044641,609.167293424,724.206778027,Financial,55.4607263348,Yes,No
235,Reds,388.716686261,682.587228604,848.569420024,Education,166.713859608,Yes,No
236,Yellows,298.294136362,564.986041911,598.885185251,Financial,22.8158532331,Yes,No
237,Yellows,376.46288717,596.384438497,605.353053945,Environment,,Yes,No
238,Yellows,480.921501071,602.890084763,818.465972141,Financial,55.8336788618,Yes,No
239,Reds,344.014385844,708.450376884,833.23772968,Financial,228.267220123,Yes,No
240,Blues,618.497844258,655.991006347,652.563908877,Healthcare,313.993024443,Yes,No
241,Whites,397.204688983,813.149576798,491.106575116,Foreign_Affairs,46.2906427517,Yes,Yes
242,Oranges,385.804893421,547.043020082,710.752975196,Environment,147.218174518,Yes,No
243,Greys,449.371563341,624.260155096,756.632253205,Education,65.2386199943,Yes,No
244,Yellows,431.311286448,610.734845974,698.283490947,Financial,91.8598812889,Yes,No
245,Blues,423.318277797,588.867174096,617.999993544,Social,68.089594034,Yes,No
246,Browns,672.886138461,860.802104131,484.757409881,,502.431763068,No,No
247,Pinks,953.219082924,847.838617861,859.92351934,Other,33.7538846387,Yes,Yes
248,Oranges,460.595082892,581.109135397,774.563097772,Environment,325.801491403,Yes,No
249,Blues,565.194625241,669.678731708,668.872284028,Financial,245.418835957,Yes,No
250,Blues,583.148918339,648.628266999,632.839260425,Environment,35.1701198191,Yes,No
251,Reds,380.040653716,724.054942515,861.026603292,Financial,62.4702068894,Yes,No
252,Greys,423.578011407,584.348099686,711.165495591,Environment,149.592089975,Yes,No
253,Yellows,353.937254708,574.176706318,576.328727775,Social,343.099572059,Yes,No
254,Yellows,365.61465838,594.146299286,624.604687967,Environment,74.4195945521,Yes,No
255,Blues,584.74966819,643.578222791,653.520264224,Education,173.128531843,Yes,No
256,Purples,653.716120531,739.054388595,564.967927291,Healthcare,-33.4929411928,No,Yes
257,Yellows,414.19662704,621.540436404,652.210187517,Healthcare,191.335457125,Yes,No
258,Oranges,405.68145852,555.065232362,713.368349077,Social,314.390327768,Yes,No
259,Greys,454.931205425,571.964186919,,Healthcare,120.253936993,Yes,No
260,Yellows,424.816856352,593.240879307,654.968357515,Healthcare,223.683809277,Yes,No
261,Greens,910.57098308,933.596026396,715.967079392,Foreign_Affairs,107.333869486,Yes,Yes
262,Blues,428.084363256,600.109063732,593.832085912,Social,57.6164673808,Yes,No
263,Yellows,460.680951869,681.116861427,870.505962546,Financial,99.0329909012,Yes,No
264,Reds,627.216548272,673.741427435,712.061832171,Healthcare,234.423255384,Yes,No
265,Yellows,435.850335667,666.233257868,609.420560314,Environment,66.9533060645,Yes,No
266,Whites,46.8035659287,646.908878697,570.002419293,Military,36.9857383792,Yes,Yes
267,Greys,642.04923354,588.200612722,652.959510004,Environment,77.22206907,Yes,No
268,Reds,377.906325448,713.550250371,820.631863111,Environment,89.0353849175,Yes,No
269,Blues,591.005970667,652.418361424,664.081211101,Environment,44.0357289462,Yes,No
270,Reds,384.33072429,692.099302685,854.257578758,Financial,254.912108029,Yes,No
271,Blues,384.310657514,562.864138682,560.24753454,Healthcare,23.782775328,Yes,No
272,Yellows,569.978045577,631.56698012,842.87937501,Social,323.747647848,Yes,No
273,Blues,414.317803037,592.142390149,603.104931125,Education,17.4802946902,Yes,No
274,Yellows,418.687465264,555.260153287,643.228569868,Healthcare,278.6964975,Yes,No
275,Greens,783.251457411,859.306833073,714.710424887,Other,231.260212756,Yes,Yes
276,Greys,433.209258463,592.829209202,742.036379461,Healthcare,36.053886639,Yes,No
277,Reds,360.106845094,722.46280175,842.338468157,Education,43.9571224175,Yes,No
278,Blues,422.699859065,572.417860525,604.690121346,Education,68.7881356418,Yes,No
279,Yellows,509.984696046,597.257656491,800.581518011,Social,144.73548086,Yes,No
280,Blues,409.821868418,578.350469403,604.120669542,Social,141.240111867,Yes,No
281,Yellows,397.725073603,581.999799326,586.590200369,Environment,203.61603227,Yes,No
282,Reds,318.378415278,693.153741947,835.514814231,Financial,139.163679825,Yes,No
283,Greens,631.795177634,590.59405413,71.7137504835,Other,60.1757617326,Yes,Yes
284,Blues,579.996050413,629.237433087,669.499546914,Healthcare,142.410163545,Yes,No
285,Reds,583.274809753,650.443988855,687.963408856,Education,154.870261659,Yes,No
286,Reds,605.956899518,661.17490823,665.573674401,Social,178.091698549,Yes,No
287,Blues,433.301509411,574.465906689,612.472656076,Environment,102.087044072,Yes,No
288,Whites,772.283293307,899.852740206,942.000505966,Military,305.557945486,Yes,Yes
289,Reds,615.186310051,644.031853523,674.531163759,Social,309.498527443,Yes,No
290,Yellows,342.989973378,538.321125579,571.373430702,Healthcare,268.497215424,Yes,No
291,Whites,600.54794536,726.177686228,698.130711596,Military,14.7076255214,Yes,Yes
292,Greys,467.891956664,615.943342339,736.874547605,Social,158.207477862,Yes,No
293,Blues,408.528609141,567.044201148,598.958473015,Social,97.660849441,Yes,No
294,Yellows,399.948490944,566.907488453,627.799766562,Healthcare,48.1076686478,Yes,No
295,Oranges,415.211641124,584.724390632,769.99088303,Environment,35.5056804351,Yes,No
296,Whites,948.726838455,949.942607322,977.21599441,Foreign_Affairs,94.8237536687,Yes,Yes
297,Oranges,804.640705468,853.817458623,715.365153439,Environment,240.993638389,Yes,No
298,Pinks,791.648029874,537.187030772,723.538041585,Military,215.855518606,Yes,Yes
299,Whites,27.6576676406,939.136920833,307.295108181,Military,137.008881006,Yes,Yes
300,Greys,481.044324592,622.204795961,759.147216327,Education,139.903691345,Yes,No
301,Browns,258.29877091,643.090315849,793.823959651,Environment,456.360055386,No,No
302,Oranges,419.454519648,571.911471361,770.425023529,Healthcare,134.858350476,Yes,No
303,Oranges,408.535270972,564.190657227,765.700340066,Healthcare,43.3990583613,Yes,No
304,Greens,809.0203831,978.02019434,358.149021165,Other,117.947661682,Yes,Yes
305,Oranges,432.499485779,570.403991182,745.886621173,Education,119.161588746,Yes,No
306,Yellows,414.485017529,622.049623363,679.6750553,Healthcare,207.043394494,Yes,No
307,Yellows,400.397823425,559.601864391,594.110621244,Social,188.101908802,Yes,No
308,Blues,414.71082393,587.224423386,613.411421771,Social,135.746930172,Yes,No
309,Yellows,488.373140869,652.895101102,766.237075158,Education,153.997564087,Yes,No
310,Pinks,528.499419535,334.452592768,823.090084584,Other,95.6997714922,Yes,Yes
311,Oranges,780.532959342,852.865684037,672.89033982,Social,196.940913889,Yes,No
312,Yellows,410.37075075,554.769551447,615.754414371,Education,276.026031718,Yes,No
313,Greens,751.693560085,812.365448848,283.453040523,Foreign_Affairs,99.4489776514,Yes,Yes
314,Greys,671.091060786,618.733694048,673.582454471,Education,108.796500309,Yes,No
315,Browns,635.544875681,222.639465015,799.52249016,Financial,349.19892496,No,No
316,Reds,390.535334456,708.902960235,839.693598951,Financial,121.152094107,Yes,No
317,Yellows,445.527782876,644.708359491,605.656271019,Education,157.796188081,Yes,No
318,Yellows,419.974356709,579.861172343,597.188475536,Education,288.496661584,Yes,No
319,Greys,629.2060251,602.082107959,646.952716663,Education,204.620827083,Yes,No
320,Yellows,531.213059679,630.683668667,839.84854974,Environment,330.767512607,Yes,No
321,Greens,328.155195568,472.609361509,98.0285485275,Other,219.495356003,Yes,Yes
322,Blues,407.914714275,577.052076349,619.749059118,Financial,101.110209987,Yes,No
323,Reds,605.168055343,722.66375383,732.765418756,Healthcare,95.0881206495,Yes,No
324,Blues,448.40979106,593.106141748,626.495724355,Healthcare,248.790159346,Yes,No
325,Blues,401.078442533,565.005600606,586.759595838,Healthcare,111.635403771,Yes,No
326,Greys,478.087669028,613.751098596,759.684606023,Financial,335.093166457,Yes,No
327,Blues,398.243252952,547.433420085,589.224481224,Financial,319.54660936,Yes,No
328,Greys,630.117678846,590.31467098,639.985004666,Environment,309.742346684,Yes,No
329,Oranges,432.884972968,569.471716977,761.708595445,Education,321.126972523,Yes,No
330,Yellows,459.242808479,648.278968933,824.531295615,Healthcare,139.191529685,Yes,No
331,Reds,621.053184721,665.884278215,698.46020619,Social,157.993732841,Yes,No
332,Yellows,375.207707724,545.467050547,632.248309366,Social,94.032803021,Yes,No
333,Pinks,990.276766773,972.807018319,990.975112963,Military,52.027825081,Yes,Yes
334,Yellows,377.939827999,551.070365981,632.36620111,Healthcare,168.855048896,Yes,No
