,Vote,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Most_Important_Issue,Avg_Residancy_Altitude,Will_vote_only_large_party,Financial_agenda_matters
56,Yellows,0.206992481744,0.244798184167,0.705458132283,0.142857142857,-0.473461375938,1.0,-1.0
57,Reds,-0.246762271855,0.38090262235,0.696391479666,-0.428571428571,-0.402959139392,1.0,-1.0
58,Yellows,0.0225443927331,0.241758188494,0.555690816651,-1.0,-0.106693502568,1.0,-1.0
59,Yellows,-0.157742651144,0.13941329862,0.112133217662,-0.428571428571,-0.188867394173,1.0,-1.0
60,Blues,-0.126996617953,0.163547056499,0.23999617485,1.0,-0.487393067006,1.0,-1.0
61,Oranges,-0.152928046239,0.233755405842,0.550042427937,-1.0,-0.0427949589401,1.0,-1.0
62,Pinks,0.497654560291,0.461871923321,0.587002888239,0.714285714286,-0.335345318312,1.0,1.0
63,Whites,0.985930313333,0.996117463392,0.99192852398,0.428571428571,-0.459794099278,1.0,1.0
64,Blues,0.180453567883,0.283232885425,0.331293915283,-1.0,-0.0344763451365,1.0,-1.0
65,Yellows,-0.306600836833,0.147527767281,0.137461008707,1.0,-0.337177027425,1.0,-1.0
66,Oranges,-0.170083945486,0.184717339444,0.537037018259,-0.428571428571,-0.191432245167,1.0,-1.0
67,Reds,-0.113542919517,0.469345787634,0.74595511186,0.142857142857,-0.389278658681,1.0,-1.0
68,Yellows,-0.0163254644637,0.146980714359,0.592209121682,-0.428571428571,0.0562287735203,1.0,-1.0
69,Oranges,-0.127542066704,0.144647610601,0.524395173871,1.0,-0.248832940759,1.0,-1.0
70,Yellows,-0.301572102769,0.196951800888,0.184706538066,0.142857142857,-0.367876081466,1.0,-1.0
71,Yellows,-0.232276038709,0.19376780292,0.113374834554,1.0,0.129389624361,1.0,-1.0
72,Blues,-0.127775766663,0.145435713474,0.226123027314,-0.428571428571,-0.132089597367,1.0,-1.0
73,Greys,-0.0468163762151,0.270368301088,0.469121750825,-0.714285714286,-0.521452206136,1.0,-1.0
74,Yellows,-0.0525289178694,0.330422869204,0.253557231494,-1.0,-0.460453543944,1.0,-1.0
75,Pinks,0.704057228434,-0.20280417052,0.181693647585,0.714285714286,-0.490009774802,1.0,1.0
76,Yellows,-0.193784274704,0.147102288357,0.205823853842,0.142857142857,-0.532650447681,1.0,-1.0
77,Yellows,-0.165837888776,0.33118565499,0.531656726115,-0.714285714286,-0.412251392914,1.0,-1.0
78,Whites,-0.969008226039,0.74964669657,-0.105491664683,0.428571428571,-0.539445561391,1.0,1.0
79,Greys,-0.0778623349753,0.27418986616,0.543315578841,1.0,-0.211119630547,1.0,-1.0
80,Reds,-0.234334743717,0.38730915542,0.662487512981,1.0,-0.353341699744,1.0,-1.0
81,Yellows,-0.188115029255,0.187995881355,0.265771430539,-0.714285714286,0.128654237841,1.0,-1.0
82,Reds,-0.254509146004,0.419974645725,0.720820914005,0.142857142857,-0.262974697486,1.0,-1.0
83,Whites,0.623306460888,0.984831234434,0.939656082374,-0.142857142857,-0.251980905173,1.0,1.0
85,Blues,-0.204986794154,0.151770847996,0.177026312646,0.142857142857,-0.509657319749,1.0,-1.0
86,Whites,0.0973177530872,0.905168765206,0.228882816438,-0.142857142857,-0.548589027581,1.0,1.0
87,Yellows,0.0881239400898,0.102690158359,0.566238366149,-0.714285714286,-0.118830467669,1.0,-1.0
88,Reds,0.182919524047,0.331944422242,0.437262520979,1.0,-0.527816119466,1.0,-1.0
89,Blues,0.131799151978,0.253208652647,0.287953670186,1.0,-0.623112459151,1.0,-1.0
90,Blues,0.172706220235,0.335363698112,0.380825147782,0.142857142857,-0.424173411921,1.0,-1.0
91,Reds,-0.269883930803,0.417963987816,0.717074220149,1.0,-0.246280303039,1.0,-1.0
92,Oranges,0.60906529706,0.689526286267,0.383124368339,-0.714285714286,-0.228782821965,1.0,-1.0
93,Whites,-0.797129723834,0.988362239204,-0.118992910598,-0.142857142857,-0.489124830539,1.0,1.0
94,Reds,0.198238598578,0.277372627536,0.42797121148,-0.714285714286,-0.0803756093804,1.0,-1.0
95,Yellows,-0.081660648934,0.217331955651,0.761735505013,1.0,-0.246870371745,1.0,-1.0
96,Oranges,-0.191976864981,0.129649308372,0.602812790905,0.142857142857,-0.314865777597,1.0,-1.0
97,Blues,0.210047080137,0.288783160257,0.316209263608,-0.428571428571,0.000510072172168,1.0,-1.0
98,Oranges,-0.145239810406,0.146471568165,0.555608206781,1.0,0.158593583899,1.0,-1.0
99,Greys,0.246880720117,0.171661212827,0.290298624837,-1.0,0.0049118679328,1.0,-1.0
101,Oranges,-0.258810647933,0.183239366074,0.518107012983,-0.428571428571,-0.177373158949,1.0,-1.0
102,Blues,0.238018108469,0.385231258152,0.309867554564,-0.428571428571,-0.348852533645,1.0,-1.0
103,Yellows,-0.167926172132,0.367527076568,0.329461791559,-1.0,-0.215685699756,1.0,-1.0
104,Yellows,-0.260540272707,0.128052237468,0.227310341089,-0.714285714286,-0.418055665441,1.0,-1.0
105,Yellows,-0.148448614386,0.240318671481,0.289129307607,1.0,-0.371572023595,1.0,-1.0
106,Blues,-0.188906485721,0.176185706208,0.21668990569,-0.714285714286,-0.534441000829,1.0,-1.0
107,Oranges,-0.135663774408,0.0848870817916,0.431476209921,1.0,-0.526189151449,1.0,-1.0
108,Whites,0.81310656106,0.876387683071,0.836827637413,-0.142857142857,-0.471093225625,1.0,1.0
109,Yellows,0.0243667092323,0.222958749442,0.549789878012,-0.428571428571,0.0207573043494,1.0,-1.0
110,Blues,0.204388785648,0.284374539607,0.347934870699,-1.0,-0.449974295243,1.0,-1.0
111,Greens,0.618697993973,0.606633621923,-0.786541572872,-0.142857142857,-0.412313119118,1.0,1.0
112,Reds,-0.261138452406,0.424936111208,0.764991426341,1.0,-0.525040565579,1.0,-1.0
115,Yellows,0.011611678217,0.181880681325,0.420997799228,-0.428571428571,-0.378607789922,1.0,-1.0
116,Whites,-0.889962777872,-0.224269581207,0.433755674305,0.428571428571,-0.555484858143,1.0,1.0
117,Greys,-0.122182234918,0.187864137294,0.424405102613,0.142857142857,-0.174452041351,1.0,-1.0
118,Greys,0.232970451149,0.171642702745,0.297233228445,-0.714285714286,0.233041495451,1.0,-1.0
120,Yellows,-0.0697993839558,0.288274648059,0.513660240487,1.0,-0.323048906169,1.0,-1.0
121,Reds,0.187613464851,0.295941718133,0.462435609708,-0.428571428571,-0.408656373959,1.0,-1.0
122,Reds,0.155267943873,0.335406698876,0.416937196978,-1.0,-0.40897721058,1.0,-1.0
123,Greens,0.455488225817,0.629645698578,0.410218783804,-0.142857142857,-0.430279448272,1.0,1.0
124,Yellows,-0.257543444396,0.222387304836,0.214621838939,-0.428571428571,0.194154973847,1.0,-1.0
125,Yellows,-0.153102251285,0.231165422541,0.259854113422,-0.428571428571,-0.475719954575,1.0,-1.0
126,Yellows,-0.280542065698,0.124993081113,0.178933821649,-1.0,-0.582917188544,1.0,-1.0
127,Oranges,0.59090818143,0.683807478525,0.397533887063,-0.428571428571,-0.220259439952,1.0,-1.0
128,Oranges,-0.131963787504,0.113461190826,0.543879906223,0.142857142857,0.0313657887019,1.0,-1.0
129,Greys,-0.109299349065,0.152007100013,0.491134161464,1.0,-0.148115308039,1.0,-1.0
130,Reds,-0.203438490657,0.40897811037,0.72274926857,1.0,-0.412333641783,1.0,-1.0
132,Oranges,-0.115604585708,0.171083720787,0.555733414757,-1.0,-0.389489973378,1.0,-1.0
133,Greens,0.0934262001386,0.670078784843,-0.261990020361,-0.142857142857,0.155639057886,1.0,1.0
134,Greens,0.750454183402,0.222523411971,-0.437535954055,0.714285714286,-0.140746133586,1.0,1.0
135,Greys,0.313217244466,0.23509971788,0.347824189482,-0.714285714286,-0.555128175433,1.0,-1.0
136,Yellows,-0.276596015927,0.196730194608,0.128081002602,-1.0,-0.60153774214,1.0,-1.0
137,Blues,0.170589467657,0.309491858668,0.359378609401,0.142857142857,0.159987814907,1.0,-1.0
138,Yellows,-0.0763726387258,0.0683157180513,0.244708424142,-0.714285714286,-0.455715789421,1.0,-1.0
139,Reds,0.28061954849,0.348994432761,0.376681866822,0.142857142857,-0.336408443483,1.0,-1.0
140,Yellows,-0.205040691598,0.000977470960583,0.201810633973,0.142857142857,-0.594574166265,1.0,-1.0
141,Oranges,-0.0620600181372,0.195669458575,0.582724142879,1.0,-0.104326598538,1.0,-1.0
142,Yellows,0.0797324675821,0.20503903238,0.519738474547,-1.0,-0.57305336929,1.0,-1.0
143,Whites,-0.365776916528,0.896438307667,-0.0729903000274,0.428571428571,0.00522617934444,1.0,1.0
144,Oranges,-0.189065997453,0.163976816302,0.510465635196,-1.0,-0.555642041917,1.0,-1.0
145,Greens,-0.112139445939,-0.658539172603,-0.903697015538,-0.142857142857,-0.339933317827,1.0,1.0
146,Yellows,-0.291910776565,0.218798071001,0.156678165708,-0.428571428571,-0.177067368549,1.0,-1.0
147,Greys,-0.082646780665,0.261587476388,0.514663974012,0.142857142857,-0.123334947862,1.0,-1.0
148,Greys,-0.0839578758098,0.215760371233,0.489259915242,-0.428571428571,-0.273107662383,1.0,-1.0
149,Greys,-0.122546151853,0.193079144069,0.395549921705,-0.714285714286,-0.215619826506,1.0,-1.0
150,Oranges,-0.129672039702,0.159531993234,0.474749403691,-0.428571428571,-0.37098100877,1.0,-1.0
152,Reds,-0.210166502515,0.413169318799,0.722031476811,-0.714285714286,0.00867594018923,1.0,-1.0
153,Reds,0.306218013679,0.398524893968,0.490141736546,-0.428571428571,-0.237801416846,1.0,-1.0
154,Yellows,-0.14998372008,0.117519377116,0.126343903287,-1.0,-0.566267995666,1.0,-1.0
155,Yellows,-0.182660403322,0.081068392432,0.161782873086,1.0,-0.101261180322,1.0,-1.0
156,Greens,0.549771607869,-0.692038399868,-0.872412007895,0.714285714286,-0.387888144701,1.0,1.0
157,Greens,0.882445058615,0.604601583254,0.00874507308449,-0.142857142857,-0.00496809864349,1.0,1.0
158,Blues,-0.0968289347639,0.20284942448,0.232182101333,-0.428571428571,-0.409391396926,1.0,-1.0
159,Reds,-0.303942737297,0.36026790669,0.679744226381,0.142857142857,-0.555099930881,1.0,-1.0
160,Greens,0.900108136618,0.353902622341,0.0243118176413,0.714285714286,-0.345599287991,1.0,1.0
162,Pinks,0.559021250355,0.045197762477,0.86326412505,0.714285714286,-0.354659093438,1.0,1.0
163,Yellows,0.140366256919,0.204427571046,0.790084640437,-0.428571428571,0.0656207339278,1.0,-1.0
164,Blues,-0.163492366471,0.141183565424,0.196194970365,0.142857142857,0.114256838668,1.0,-1.0
165,Blues,0.245684982856,0.308532099448,0.324585255533,-1.0,-0.615405662433,1.0,-1.0
166,Blues,-0.0955896639309,0.192006309264,0.256426664895,-0.714285714286,-0.389060608378,1.0,-1.0
167,Greys,-0.125875925241,0.200986784147,0.472101373266,-0.428571428571,0.238283301548,1.0,-1.0
168,Blues,0.271408761375,0.38101088365,0.296634854049,-0.428571428571,-0.484126511635,1.0,-1.0
169,Yellows,-0.0756190775197,0.371420226429,0.231107980883,-0.714285714286,-0.557846518015,1.0,-1.0
170,Reds,0.164392121885,0.301527000957,0.438254931419,0.142857142857,0.0885117312049,1.0,-1.0
171,Yellows,-0.197498430421,0.142371268544,0.188802276679,-0.428571428571,-0.0669451241959,1.0,-1.0
172,Reds,-0.206512407782,0.449920637161,0.7638437668,-0.428571428571,-0.520061749433,1.0,-1.0
174,Yellows,-0.137804943966,0.179361959693,0.232250749698,-0.428571428571,-0.34834418565,1.0,-1.0
175,Yellows,-0.122011524026,0.149525547141,0.125432542854,-0.714285714286,-0.272486902613,1.0,-1.0
176,Whites,-0.235615037087,0.0456430352965,0.347510388901,0.428571428571,-0.480051455842,1.0,1.0
177,Yellows,-0.32502567403,0.234344581606,0.185809273126,0.142857142857,-0.508999636792,1.0,-1.0
178,Reds,-0.224844029827,0.398258364075,0.628052676611,-0.428571428571,-0.467556591971,1.0,-1.0
179,Yellows,-0.108717426362,0.12811273478,0.180711870828,-0.428571428571,-0.462658481608,1.0,-1.0
180,Greys,0.215015177582,0.159503891777,0.223642321028,-0.428571428571,0.165090243313,1.0,-1.0
181,Greys,-0.18335599336,0.121945177291,0.441897175997,-0.428571428571,-0.510885453017,1.0,-1.0
182,Blues,-0.132133258998,0.17858909514,0.221159530938,-0.714285714286,-0.262721655004,1.0,-1.0
183,Yellows,0.0969729272367,0.324262518105,0.697178295493,0.142857142857,0.0156148594676,1.0,-1.0
184,Oranges,-0.221857049712,0.171748578211,0.510049390607,0.142857142857,-0.368921491702,1.0,-1.0
185,Yellows,-0.195209326942,0.158213402179,0.283367980635,-0.714285714286,-0.279537016219,1.0,-1.0
186,Pinks,0.392095962645,-0.376200571642,0.217582069554,0.714285714286,-0.398358956394,1.0,1.0
187,Yellows,-0.282667702245,0.130118288669,0.209810964632,-1.0,-0.352048568171,1.0,-1.0
188,Yellows,0.0348922188872,0.400588315706,0.742722625231,-0.428571428571,0.212026203499,1.0,-1.0
189,Blues,0.121828818562,0.271395720738,0.289333446925,-0.428571428571,-0.410536958469,1.0,-1.0
190,Blues,0.209881208708,0.326542826525,0.349827158242,-0.428571428571,-0.417675172134,1.0,-1.0
191,Pinks,0.849794396969,0.271665504641,0.609891214373,0.428571428571,-0.445459319502,1.0,1.0
192,Greens,0.958823345726,0.951465385335,0.672348797101,0.714285714286,-0.403724812974,1.0,1.0
193,Blues,-0.209128450962,0.152069719686,0.165862104729,1.0,-0.342928369402,1.0,-1.0
194,Yellows,-0.182679204728,0.171021328147,0.159753824094,-0.428571428571,-0.0750692201447,1.0,-1.0
196,Blues,0.178675023112,0.276556091289,0.338205311316,1.0,-0.538067623345,1.0,-1.0
197,Reds,-0.210512879646,0.453387344613,0.709751722181,-0.428571428571,-0.452402552553,1.0,-1.0
198,Blues,0.116816138072,0.295200160493,0.282673725412,-1.0,-0.288678621124,1.0,-1.0
199,Reds,0.142230051792,0.269677087013,0.318095056917,1.0,-0.537707820628,1.0,-1.0
200,Yellows,-0.200121069161,0.16078675443,0.101458429982,-0.714285714286,-0.417747195261,1.0,-1.0
201,Yellows,-0.262109862619,0.235470467849,0.208416090604,-1.0,-0.621155085555,1.0,-1.0
202,Oranges,-0.0318813850254,0.175708664471,0.563082234385,0.142857142857,-0.491414551914,1.0,-1.0
203,Greys,0.266977151391,0.274902986676,0.355536140126,-1.0,-0.21816395129,1.0,-1.0
205,Yellows,0.0687603697432,0.0921794201155,0.524548128932,-1.0,-0.227401355004,1.0,-1.0
206,Blues,-0.222444091625,0.128259282957,0.158528214333,-1.0,-0.491247999684,1.0,-1.0
207,Reds,-0.202864049473,0.504344970874,0.700672021773,-0.428571428571,-0.481357586928,1.0,-1.0
208,Yellows,-0.0165720843479,0.280741623694,0.315109983165,-0.428571428571,0.0544903039136,1.0,-1.0
209,Yellows,-0.255503439112,0.175751214715,0.20932840685,-1.0,-0.261857126312,1.0,-1.0
210,Blues,-0.15444757947,0.127689182269,0.191895467342,1.0,-0.342225058084,1.0,-1.0
211,Reds,0.178083588879,0.355586233386,0.445458814748,1.0,-0.0725455287028,1.0,-1.0
212,Whites,0.129126247826,0.3016852894,0.387975764882,0.428571428571,-0.558504989052,1.0,1.0
213,Pinks,0.775128802494,0.151316343649,0.896403714663,0.428571428571,-0.268528569412,1.0,1.0
214,Reds,0.187934126028,0.248282990664,0.405065898404,1.0,-0.486612384951,1.0,-1.0
215,Greys,-0.111685619506,0.112197078839,0.3802951973,-1.0,0.129191274009,1.0,-1.0
216,Blues,-0.132003213707,0.164142145025,0.215640077072,1.0,-0.29178471402,1.0,-1.0
217,Reds,-0.266160325049,0.398867852955,0.780910913027,-0.714285714286,-0.510347333893,1.0,-1.0
218,Yellows,-0.275037036555,0.0462151483948,0.133046985665,-0.714285714286,-0.243489953548,1.0,-1.0
219,Oranges,0.599557170747,0.677023872676,0.32743461787,-1.0,-0.259962159379,1.0,-1.0
220,Blues,-0.177247405348,0.158239119208,0.189982078107,1.0,0.122859014748,1.0,-1.0
221,Reds,-0.2441147359,0.448953785008,0.674764578588,0.142857142857,-0.352245243545,1.0,-1.0
222,Yellows,0.0128593711808,0.204946626408,0.606507098393,-0.714285714286,-0.536003965674,1.0,-1.0
224,Blues,0.146435871903,0.304238148172,0.316524971889,-1.0,0.146789113748,1.0,-1.0
225,Blues,0.180048392175,0.275489028619,0.293182639511,-0.714285714286,-0.513097553843,1.0,-1.0
227,Yellows,-0.212955473745,0.171898209157,0.319169658027,-1.0,-0.47519808794,1.0,-1.0
228,Reds,0.166331828164,0.384943938045,0.401872205636,-0.428571428571,-0.464097202579,1.0,-1.0
229,Whites,-0.42102067535,-0.223119135286,0.227425162683,0.428571428571,-0.61039010882,1.0,1.0
230,Reds,-0.214565996251,0.463656855061,0.620504364283,-1.0,0.203030517132,1.0,-1.0
231,Greens,-0.228179117289,0.589995213194,-0.47482722605,-0.142857142857,-0.277977897959,1.0,1.0
232,Yellows,-0.264126792336,0.194417386975,0.1786694739,-0.428571428571,-0.527018349016,1.0,-1.0
233,Reds,0.188562957257,0.38325521914,0.398883673967,-0.428571428571,-0.0618988360781,1.0,-1.0
234,Greys,-0.0406979484217,0.21743772494,0.446669735944,-0.428571428571,-0.505575148035,1.0,-1.0
235,Reds,-0.222994432764,0.364446075424,0.696182215798,-1.0,-0.211115247047,1.0,-1.0
236,Yellows,-0.403902814586,0.12897383715,0.195233284528,-0.428571428571,-0.59197816266,1.0,-1.0
237,Yellows,-0.247510606741,0.191842681677,0.208209962502,-0.714285714286,0.105348700616,1.0,-1.0
238,Yellows,-0.0385202738074,0.204868903016,0.635784769967,-0.428571428571,-0.504588033686,1.0,-1.0
239,Reds,-0.312430318405,0.41623172135,0.665421787933,-0.428571428571,-0.0481985191339,1.0,-1.0
240,Blues,0.23672869507,0.311192599328,0.302930509612,0.142857142857,0.1786967701,1.0,-1.0
241,Whites,-0.20601248701,0.625870379279,-0.0210061573004,-0.142857142857,-0.529846122024,1.0,1.0
242,Oranges,-0.228820056255,0.0930466188104,0.419676969839,-0.714285714286,-0.262715569054,1.0,-1.0
243,Greys,-0.101642229422,0.247658082572,0.51172593443,-1.0,-0.479695449062,1.0,-1.0
244,Yellows,-0.137775422652,0.220576427176,0.394659071476,-0.428571428571,-0.40923546529,1.0,-1.0
245,Blues,-0.153767033844,0.176790902661,0.233583894827,1.0,-0.47214961634,1.0,-1.0
247,Pinks,0.906405426326,0.695328063954,0.718962284082,0.714285714286,-0.563027862116,1.0,1.0
248,Oranges,-0.0791873355636,0.161257022532,0.547701122975,-0.714285714286,0.209950901192,1.0,-1.0
249,Blues,0.130084952894,0.338599459908,0.33565048935,-0.428571428571,-0.00280237655864,1.0,-1.0
250,Blues,0.166006104363,0.296450225014,0.263356358802,-0.714285714286,-0.559279433117,1.0,-1.0
251,Reds,-0.240352569757,0.44747666113,0.721175434333,-0.428571428571,-0.487022763132,1.0,-1.0
252,Greys,-0.153247384851,0.167742383711,0.420504621818,-0.714285714286,-0.256432394011,1.0,-1.0
253,Yellows,-0.29257763618,0.147376256207,0.149977590767,1.0,0.25573470042,1.0,-1.0
254,Yellows,-0.269214656431,0.187361267293,0.246835090346,-0.714285714286,-0.45539564932,1.0,-1.0
255,Blues,0.169208724345,0.286338548027,0.304849273883,-1.0,-0.19413717465,1.0,-1.0
257,Yellows,-0.172016719126,0.242212404124,0.302220827892,0.142857142857,-0.14594788543,1.0,-1.0
258,Oranges,-0.189053015487,0.109109452311,0.424924272503,1.0,0.17974833507,1.0,-1.0
259,Greys,-0.0905190543494,0.14294614024,0.477664345011,0.142857142857,-0.33408332723,1.0,-1.0
260,Yellows,-0.150768827958,0.185548349627,0.307754626668,0.142857142857,-0.0603296894154,1.0,-1.0
261,Greens,0.821079379459,0.86703967252,0.430138182685,-0.142857142857,-0.368279593771,1.0,1.0
262,Blues,-0.144231527392,0.199300479216,0.185095100531,1.0,-0.499869427429,1.0,-1.0
263,Yellows,-0.0790155375144,0.361501966952,0.740194155686,-0.428571428571,-0.390249994193,1.0,-1.0
264,Reds,0.254172204862,0.346734174217,0.422302968647,0.142857142857,-0.0319049957064,1.0,-1.0
265,Yellows,-0.128694147571,0.331700605739,0.216370721912,-0.714285714286,-0.475157093372,1.0,-1.0
266,Whites,-0.907059960576,0.29300750285,0.13728492927,0.428571428571,-0.55447393375,1.0,1.0
267,Greys,0.283847956022,0.175456250322,0.303724215958,-0.714285714286,-0.447978182999,1.0,-1.0
268,Reds,-0.244622719998,0.426443171238,0.640130261654,-0.714285714286,-0.416711218084,1.0,-1.0
269,Blues,0.18172570776,0.304039111169,0.326038016762,-0.714285714286,-0.535814328729,1.0,-1.0
270,Reds,-0.231769426213,0.383492051384,0.707594538411,-0.428571428571,0.0223239985125,1.0,-1.0
271,Blues,-0.231809573809,0.124725161463,0.117713412887,0.142857142857,-0.589418955777,1.0,-1.0
272,Yellows,0.139655141232,0.262288499931,0.684766108683,1.0,0.204514878384,1.0,-1.0
273,Blues,-0.171774282327,0.183348850556,0.203699486601,-1.0,-0.606100084389,1.0,-1.0
274,Yellows,-0.163031899774,0.109499741455,0.284200740374,0.142857142857,0.0852754746883,1.0,-1.0
275,Greens,0.56635122383,0.718290811022,0.427616919251,0.714285714286,-0.0402767978448,1.0,1.0
276,Greys,-0.133978150332,0.184724064737,0.482441797371,0.142857142857,-0.55694031796,1.0,-1.0
277,Reds,-0.280234137633,0.444288726041,0.683680871123,-1.0,-0.536022381032,1.0,-1.0
278,Blues,-0.155004304107,0.143854528517,0.206879901045,-1.0,-0.47030074713,1.0,-1.0
279,Yellows,0.0196264559564,0.193591121479,0.599902655939,1.0,-0.269286653456,1.0,-1.0
280,Blues,-0.180769298034,0.155733360106,0.205737392897,1.0,-0.278538042404,1.0,-1.0
281,Yellows,-0.204971353581,0.163040394237,0.170565489454,-0.714285714286,-0.113444199151,1.0,-1.0
282,Reds,-0.363720200814,0.385603349578,0.669990370621,-0.428571428571,-0.284033851425,1.0,-1.0
283,Greens,0.263332667932,0.180248625481,-0.862446496827,0.714285714286,-0.493095599679,1.0,1.0
284,Blues,0.159698161982,0.257624060146,0.336908985597,0.142857142857,-0.275441201074,1.0,-1.0
285,Reds,0.166257975295,0.300085835347,0.373953582807,-1.0,-0.242462361297,1.0,-1.0
