,Will_vote_only_large_partyInt,Yearly_ExpensesK,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,Last_school_grades,Political_interest_Total_Score,Overall_happiness_score,Most_Important_IssueInt,Looking_at_poles_resultsInt,MarriedInt,Financial_agenda_mattersInt,Vote
9029,1.0,0.181753065815,0.0356087390121,0.158978112476,-0.106312416183,0.378096184252,0.180533577051,-0.239089082041,0.8,-0.105149689581,0.126834237674,0.4,0,0.0,0.0,Blues
9030,1.0,-0.282563957874,-0.0401882051603,-0.275128435172,-0.318085959209,0.12884891477,0.107875872557,-0.315128550966,1.0,-0.284628375098,-0.0649877830554,0.0,0,1.0,0.0,Yellows
9031,1.0,0.231778211109,0.151514618949,0.219408537902,0.0436661358966,0.379228216462,0.288825109767,-0.117117135781,0.8,0.0642734591796,0.337829020755,0.4,0,0.0,0.0,Reds
9032,1.0,-0.224899582407,0.249083853324,-0.185733106655,0.0644740922716,0.150352075665,0.37753843038,-0.00898087634944,1.0,0.172043802228,0.563227231288,0.0,0,1.0,0.0,Reds
9033,1.0,-0.171053872076,-0.0836015277653,-0.178685959601,-0.304859908563,0.171928701643,0.0655619615804,-0.356958496371,0.6,-0.267147598882,0.0209906826404,0.2,0,1.0,0.0,Yellows
9034,1.0,-0.148605004917,-0.103186133181,-0.160645448653,-0.324400358611,0.18135137933,0.0463001413696,-0.375539920851,1.0,-0.294870553635,-0.020721003286,0.0,0,1.0,0.0,Blues
9035,1.0,0.242942138613,0.0858946687618,0.221295176227,-0.0183611838339,0.386125892085,0.227919963659,-0.187031210943,0.8,-0.00394512373269,0.276211797415,0.4,0,0.0,0.0,Reds
9036,1.0,-0.256476941909,0.227718639032,-0.217311197887,0.025617315936,0.138371373695,0.358294533148,-0.0331892394077,1.0,0.128124516795,0.498985135022,0.0,0,1.0,0.0,Reds
9037,1.0,-0.218994529193,-0.180707489469,-0.234827054003,-0.417784916759,0.152647699962,-0.0310444503766,-0.398423930511,0.6,-0.385486439939,-0.0958466718769,0.2,0,1.0,0.0,Blues
9038,1.0,0.0425927608069,-0.0728577388142,0.0180001470212,-0.178343165764,0.271792126407,0.076082510866,-0.346432343527,0.9,-0.119422217222,0.310617347301,1.0,0,0.0,0.0,Yellows
9040,1.0,-0.196257353498,-0.0397634608707,-0.196169785723,-0.248216222739,0.161649328157,0.108287293855,-0.314574561067,1.0,-0.190285360933,0.144218099355,0.0,0,1.0,0.0,Yellows
9041,1.0,-0.193437032887,0.247161780157,-0.157212537883,0.0723727362301,0.16278386713,0.375811278985,-0.0111432754349,0.6,0.177597626116,0.571723109691,0.2,0,1.0,0.0,Reds
9042,1.0,-0.200893385987,-0.111346494911,-0.209484124859,-0.354406837452,0.159792998293,0.0382418381753,-0.383268784041,1.0,-0.325885810292,-0.0696427335223,0.0,0,1.0,0.0,Blues
9043,1.0,-0.0446265490985,0.228546248775,-0.0235245394655,0.0397118247136,0.228273728585,0.359041836002,-0.0322019532838,0.8,0.0897418885908,0.345906965069,0.4,0,1.0,0.0,Yellows
9044,1.0,-0.182937625076,-0.221630858942,-0.20705106405,-0.325659098647,0.167042373651,-0.0726133307069,-0.483237271685,0.9,-0.21209974794,0.391394072258,1.0,0,1.0,0.0,Oranges
9046,1.0,-0.0984890993583,-0.0463272804802,-0.107618527034,-0.129169875383,0.20329397015,0.101923866162,-0.320743290434,1.0,-0.0105002171245,0.573146938108,0.0,0,1.0,0.0,Oranges
9047,1.0,-0.25882132554,0.322327932192,-0.207459158582,0.102936722091,0.137501729143,0.44276674517,0.0757224553494,1.0,0.201673637874,0.522844668725,0.0,0,1.0,0.0,Reds
9048,1.0,0.457849043281,0.557995523406,0.477628212884,0.440193211156,0.531023608502,0.645401663567,0.368783084172,0.4,0.42149621096,0.478805579749,0.3,0,0.0,1.0,Whites
9049,1.0,-0.121897658662,-0.182238926449,-0.146251551943,-0.415746812031,0.192888923048,-0.0325906270692,-0.448431948428,0.6,-0.409457614811,-0.178566728329,0.2,0,1.0,0.0,Yellows
9050,1.0,0.127372227473,0.0152617167277,0.106681304201,-0.136416619832,0.317729825975,0.161177413076,-0.259752510962,0.8,-0.128015925074,0.119020937799,0.4,0,0.0,0.0,Reds
9051,1.0,-0.152005338941,-0.0943099975305,-0.162628772627,-0.220520011304,0.179907970949,0.0550435345254,-0.366971748538,0.8,-0.121239991456,0.39429412508,0.4,0,1.0,0.0,Oranges
9052,1.0,-0.264638834412,-0.0607301206501,-0.261345079481,-0.297699261017,0.135355577281,0.0879193142785,-0.335030068644,0.6,-0.24191125374,0.0701472714447,0.2,0,1.0,0.0,Yellows
9053,1.0,0.64269649307,0.337022085062,0.618605940332,0.325448692534,0.67408288936,0.455717703747,0.0935947869966,0.5,0.310163285198,0.524283253105,0.6,0,0.0,1.0,Pinks
9054,1.0,-0.0797580726829,-0.11164704131,-0.0987756968552,-0.305110932497,0.211816717463,0.0379446832964,-0.383318384796,0.9,-0.158109883429,0.312852517353,1.0,0,1.0,0.0,Greys
9055,1.0,-0.0553564295206,0.070061672367,-0.0534282180748,-0.0678549580352,0.223182125034,0.213068128325,-0.203653162727,0.8,0.00850028877877,0.413549122721,0.4,0,1.0,0.0,Yellows
9057,1.0,0.638818221148,-0.947445041532,0.452204696155,-0.722640184707,0.670906334826,-0.92612994377,-0.97529123712,0.3,-0.675105792424,0.242731538016,0.5,0,0.0,1.0,Pinks
9058,1.0,-0.13767755759,0.00438410253436,-0.13701649652,-0.155452323513,0.186029020157,0.150785460075,-0.270746465639,0.6,-0.0761782666917,0.336455318234,0.2,0,1.0,0.0,Yellows
9059,1.0,-0.372052600264,0.0888200488618,-0.340585617818,-0.0970816864857,0.987625864809,0.230657293895,-0.184203912431,1.0,0.0392422776066,0.543084141471,0.0,0,1.0,0.0,Reds
9060,1.0,0.668464601609,-0.657264428469,0.516100096867,-0.679735762015,0.695379150865,-0.553323000318,-0.813474575792,0.5,-0.793609515389,-0.54408168883,0.6,0,0.0,1.0,Pinks
9061,1.0,-0.239987207538,-0.0227552107879,-0.233992840408,-0.31248305849,0.144565663152,0.124721870375,-0.298007002255,1.0,-0.298504199594,-0.13989955679,0.0,0,1.0,0.0,Yellows
9062,1.0,-0.247572946751,-0.101604387105,-0.250925177008,-0.389083325942,0.141699271689,0.0478598858918,-0.374181341073,0.8,-0.37787405018,-0.201874098577,0.4,0,1.0,0.0,Yellows
9063,1.0,0.150686706879,0.0255585388689,0.129301810457,-0.124208329325,0.330991275759,0.170986147072,-0.24933011579,0.7,-0.120405255203,0.114317670502,0.7,0,0.0,0.0,Blues
9064,1.0,-0.2081678579,-0.143238951041,-0.220178319823,-0.364266707837,0.156901809987,0.00656201541912,-0.412900055049,0.6,-0.320512610869,-0.000992163919375,0.2,0,1.0,0.0,Yellows
9065,1.0,-0.0983394067195,-0.180249059756,-0.124461405416,-0.271093523648,0.203361387651,-0.0305817489756,-0.446378298531,0.8,-0.169407781852,0.404842603327,0.4,0,1.0,0.0,Oranges
9067,1.0,-0.334945214702,-0.203451591555,-0.360912892996,-0.570478988585,0.110753434692,-0.194962789739,-0.582867883894,0.8,-0.51341864294,-0.115509706499,0.4,0,1.0,0.0,Yellows
9068,1.0,-0.165039779103,-0.159056261516,-0.182754433696,-0.385062709188,0.174428404121,-0.00926169467065,-0.427410244208,0.6,-0.358827710256,-0.0807339579183,0.2,0,1.0,0.0,Blues
9069,1.0,-0.225175884388,0.18587082445,-0.194000393635,0.0199678161707,0.150245087586,0.320308381266,-0.0797373916964,0.6,0.135718070401,0.579443235608,0.2,0,1.0,0.0,Reds
9070,1.0,-0.244037608146,0.211751482091,-0.207963134344,0.0341194272277,0.143031584038,0.343847049471,-0.0510440789532,0.7,0.149163789896,0.574372304562,0.7,0,1.0,0.0,Reds
9071,1.0,-0.26778237076,0.24529772712,-0.225418227984,0.0642254160019,0.134202912667,0.374135496114,-0.0132827000899,1.0,0.186569466405,0.616966799755,0.0,0,1.0,0.0,Reds
9072,1.0,-0.207361033324,-0.15243002954,-0.220606012434,-0.39393504943,0.1572211754,-0.0026236435665,-0.421383753513,0.8,-0.365845897115,-0.0978129677349,0.4,0,1.0,0.0,Yellows
9073,1.0,0.157033503611,-0.0977274893751,0.119473051774,-0.221522956832,0.334648330728,0.0516798215566,-0.370159339207,0.8,-0.211307651984,0.094547249952,0.7,0,0.0,0.0,Blues
9074,1.0,0.00669217111079,0.0294672199329,-0.00184792276073,-0.0912783199491,0.253419915531,0.174702376841,-0.245330165148,0.7,-0.0242011566715,0.384101975954,0.7,0,0.0,0.0,Yellows
9075,1.0,0.242929185308,-0.163345215227,0.189682598418,-0.280454956202,0.386117852812,-0.0135653654855,-0.431062543464,0.6,-0.296102881205,-0.0280870348412,0.2,0,0.0,0.0,Greys
9077,1.0,0.932041699812,0.994249316018,0.966465202099,1.0,0.932234633614,0.995572826629,0.991616246584,0.3,0.967399034061,0.969461982706,0.5,0,0.0,1.0,Whites
9078,1.0,-0.293858253273,-0.263184435613,-0.313727455332,-0.479473268442,0.124831488219,-0.11537102612,-0.519484796158,0.9,-0.417272494431,-0.016125601139,1.0,0,1.0,0.0,Yellows
9079,1.0,-0.214369549577,-0.328392763437,-0.249323505946,-0.443350172959,0.15445783393,-0.183637247672,-0.573913156297,0.6,-0.337347343305,0.269231435148,0.2,0,1.0,0.0,Oranges
9080,1.0,0.050883977905,-0.294081590794,-0.00246833186148,-0.350170037092,0.27612655551,-0.147534966713,-0.545316883967,1.0,-0.276835698573,0.290058503006,0.0,0,0.0,0.0,Yellows
9081,1.0,-0.145597433569,-0.246757142851,-0.17609895592,-0.448925896906,0.182632870214,-0.098400252424,-0.505307722849,0.9,-0.418662251152,-0.0868719394456,1.0,0,1.0,0.0,Yellows
9082,1.0,-0.159339658136,-0.19692807702,-0.182344873526,-0.335565238805,0.176814259739,-0.0474580663061,-0.461428469861,0.8,-0.25162457391,0.246030591368,0.4,0,1.0,0.0,Greys
9083,1.0,-0.0920332876754,-0.0963473723701,-0.108058346505,-0.209583061799,0.206211645649,0.0530386222406,-0.368870538015,0.9,-0.118749399899,0.387762748871,1.0,0,1.0,0.0,Oranges
9084,1.0,-0.13854790668,-0.123621645575,-0.154041851695,-0.326955790278,0.185654272519,0.0260838475604,-0.394673595016,1.0,-0.289282274342,0.0246173779344,0.0,0,1.0,0.0,Blues
9085,1.0,0.0517749879596,-0.00088599973448,0.0355200744017,-0.0572508021814,0.276594392425,0.145739507301,-0.275807836721,1.0,0.0401706404528,0.581882319907,0.0,0,0.0,0.0,Yellows
9086,1.0,0.178591955561,0.118958571995,0.166655899721,-0.0475171235399,0.347220449583,0.258737145073,-0.152217535736,1.0,-0.0560287089684,0.109421647268,0.0,0,0.0,0.0,Blues
9087,1.0,0.20268859841,-0.0599692383183,0.165999994249,-0.18248731202,0.36154711884,0.0886605877194,-0.334017476754,0.7,-0.181567335763,0.0925202300149,0.7,0,0.0,0.0,Greys
9088,1.0,0.781776786602,-0.150513302875,0.683944611051,-0.182795556793,0.792957261841,-0.000705960362117,-0.419100066631,0.4,-0.29445362804,-0.190142102592,0.3,0,0.0,1.0,Greens
9089,1.0,-0.0652841224728,-0.0789810013661,-0.0814013821501,-0.209019922275,0.218522326477,0.0700904609961,-0.352362361438,0.9,-0.136595345792,0.307402380757,1.0,0,1.0,0.0,Greys
9090,1.0,0.207027617543,0.044619694122,0.183227558701,-0.0647782192247,0.364157655597,0.189071775339,-0.22981410821,0.7,-0.04698055697,0.248668302443,0.7,0,0.0,0.0,Reds
9091,1.0,0.550881829348,0.505705309127,0.556052547525,0.345824898745,0.600894344002,0.601340759888,0.301124778888,0.5,0.265381336948,0.155728730592,0.6,0,0.0,1.0,Greens
9092,1.0,0.903334363331,0.528721549661,0.881196319738,0.520142897044,0.904756122518,0.620795186205,0.331019100757,0.4,0.446718039203,0.470580160333,0.3,0,0.0,1.0,Greens
9094,1.0,-0.1363276086,0.140957414962,-0.118466404693,0.0457870517251,0.186611017421,0.279095673975,-0.128558355608,0.4,0.182392372425,0.746142655612,0.3,0,1.0,1.0,Whites
9095,1.0,-0.0507046063875,-0.084560291692,-0.0687796207455,-0.193536309884,0.225382483051,0.0646215382169,-0.357652234273,1.0,-0.110770239674,0.376638253792,0.0,0,1.0,0.0,Yellows
9096,1.0,-0.144612345387,-0.185838935499,-0.167474626336,-0.327539893016,0.183053585639,-0.0362281372533,-0.451506166645,1.0,-0.249177297756,0.229548383817,0.0,0,1.0,0.0,Greys
9097,1.0,0.723464884207,0.995100549992,0.775884231062,0.837163041971,0.741942462779,0.996228435654,0.992606135318,0.4,0.748537986281,0.483304270423,0.3,0,0.0,1.0,Greens
9098,1.0,-0.0831367490297,-0.0816000008744,-0.0980549946189,-0.211235547217,0.210266459965,0.0675243634401,-0.354868471396,0.8,-0.133513026766,0.324196543848,0.4,0,1.0,0.0,Oranges
9099,1.0,-0.227587113041,-0.242403731851,-0.250505092766,-0.463878899988,0.149313041504,-0.0939176960379,-0.501585560194,0.7,-0.423059769229,-0.0830215236628,0.7,0,1.0,0.0,Yellows
9100,1.0,-0.183230029896,-0.138762411668,-0.196811630783,-0.384723455812,0.166923031401,0.0110267904066,-0.408810561022,1.0,-0.365747196572,-0.126940850707,0.0,0,1.0,0.0,Blues
9101,1.0,0.556076327941,0.181883378374,0.519744680136,0.290460464136,0.604922838,0.316668286931,-0.0835161883498,0.3,0.373568119042,0.964053648393,0.5,0,0.0,1.0,Pinks
9102,1.0,0.14867766165,0.0649660789005,0.132461484931,-0.111267026046,0.329837840844,0.208275074059,-0.208978241795,0.7,-0.122522985365,0.0436133845128,0.7,0,0.0,0.0,Blues
9103,1.0,0.274843929301,0.182968279387,0.262768824112,0.0465847571998,0.406179173711,0.317659039738,-0.0828070650641,0.7,0.0367852652798,0.205669357363,0.7,0,0.0,0.0,Reds
9104,1.0,-0.214688266478,-0.182766890654,-0.23115121228,-0.320388625426,0.154332751569,-0.0331238405015,-0.448747577093,0.6,-0.218325734074,0.319433587369,0.2,0,1.0,0.0,Oranges
9106,1.0,0.226211750416,-0.190153763123,0.170999866523,-0.289454188022,0.375812183204,-0.0405931997897,-0.455244267959,1.0,-0.289701237788,0.0371229957469,0.0,0,0.0,0.0,Greys
9107,1.0,-0.156494464442,-0.182850944805,-0.177958871099,-0.345550709004,0.178011214055,-0.033208738291,-0.448859862645,0.6,-0.278490639518,0.155311150635,0.2,0,1.0,0.0,Greys
9108,1.0,-0.206359169475,-0.160520475437,-0.220715845199,-0.313941175873,0.157618195137,-0.0107303070122,-0.42862119014,1.0,-0.223765268938,0.266494115808,0.0,0,1.0,0.0,Oranges
9110,1.0,-0.195743381645,-0.181435590042,-0.213662280875,-0.33266019869,0.161855789549,-0.0317794685654,-0.447570932148,0.8,-0.245772151592,0.244309443809,0.4,0,1.0,0.0,Oranges
9111,1.0,0.00704094009686,-0.156255452032,-0.0250765521709,-0.202439713729,0.253595306534,-0.00645427548582,-0.424500527381,0.8,-0.0976364517189,0.513683151048,0.4,0,0.0,0.0,Yellows
9112,1.0,-0.0653494528782,-0.0736180683481,-0.0807811518073,-0.199014519944,0.218491824917,0.0753390461398,-0.347214406253,0.6,-0.122798399511,0.332523146608,0.2,0,1.0,0.0,Greys
9113,1.0,0.306530521988,-0.108028419788,0.254842901618,-0.202215207105,0.426599689111,0.0415207336941,-0.379804857776,0.8,-0.215448793385,0.0614439319919,0.4,0,0.0,0.0,Greys
9114,1.0,-0.087059813059,-0.0580074559507,-0.0986503478107,-0.285186988548,0.208473561907,0.0905710731106,-0.332351238575,0.6,-0.274169841293,-0.0617763123081,0.2,0,1.0,0.0,Blues
9115,1.0,-0.255618141446,-0.238359197435,-0.27561933022,-0.480754143852,0.138690630117,-0.0897587229442,-0.498116354642,0.6,-0.446363037488,-0.139845496756,0.2,0,1.0,0.0,Yellows
9116,1.0,-0.0924678218065,-0.103023762632,-0.109302103305,-0.319744634908,0.206014607343,0.0464602865103,-0.375370198432,1.0,-0.303425251378,-0.0571962689681,0.0,0,1.0,0.0,Blues
9117,1.0,-0.0186561657446,0.08730209034,-0.0176895484124,-0.0774104120562,0.240835045235,0.2292371753,-0.185704734749,0.4,-0.0295426343391,0.28083015638,0.3,0,1.0,1.0,Whites
9118,1.0,0.0186878516175,-0.0486527676187,-0.000785724250632,-0.106949228698,0.259487217675,0.0996665494013,-0.322946876708,1.0,-0.00521946205949,0.558636866634,0.0,0,0.0,0.0,Yellows
9119,1.0,-0.0555843306705,-0.0577133503389,-0.0698369694719,-0.18305101244,0.223074602903,0.0908573966407,-0.331877557354,0.8,-0.10832116442,0.339027463048,0.4,0,1.0,0.0,Greys
9120,1.0,-0.166783087418,-0.157135727106,-0.184104731238,-0.390852821913,0.17370195722,-0.00733637292178,-0.425670270257,0.7,-0.369466352584,-0.109766888482,0.7,0,1.0,0.0,Blues
9121,1.0,-0.316337575451,0.0948199310247,-0.288888096746,-0.0450319411538,0.117024845173,0.236264930761,-0.177807756902,1.0,0.108443270477,0.689046617075,0.0,0,1.0,0.0,Reds
9122,1.0,-0.42178601273,-0.00178132976686,-0.397541011763,-0.177339979871,0.837688847763,0.144881531138,-0.27698901276,0.4,-0.0266314038133,0.545452344587,0.3,0,1.0,1.0,Whites
9123,1.0,0.83744919016,-0.259353697321,0.721042746932,-0.0761342829251,0.843245473307,-0.111405570121,-0.515311877604,0.3,-0.0589363265134,0.559100792981,0.5,0,0.0,1.0,Pinks
9124,1.0,0.121367425296,-0.0416902449361,0.0939706342968,-0.179328342432,0.314358157334,0.106420553182,-0.316283307278,0.7,-0.163885897689,0.127412655224,0.7,0,0.0,0.0,Reds
9125,1.0,-0.158065175967,-0.184769450133,-0.179638119908,-0.396846231035,0.177349926774,-0.0351470927772,-0.450674576832,0.9,-0.364834608774,-0.0543745527109,1.0,0,1.0,0.0,Blues
9126,1.0,0.908067679923,-0.147177908451,0.799827462633,0.0522509340793,0.909258527684,0.00262847372255,-0.415598801442,0.3,0.0697622338208,0.670202303013,0.5,0,0.0,1.0,Pinks
9127,1.0,0.221321105479,-0.151839834629,0.171386415097,-0.270210315438,0.372823640051,-0.00203303664414,-0.420556090075,0.7,-0.27946927869,-0.000464835745811,0.7,0,0.0,0.0,Greys
9128,1.0,0.0734642302751,-0.0577668166576,0.0481373789067,-0.149415500796,0.288104764219,0.0908053468278,-0.331849157813,1.0,-0.0883669846743,0.35377710287,0.0,0,0.0,0.0,Yellows
9129,1.0,-0.143040326041,-0.143614145068,-0.160683810966,-0.240757144088,0.18372597251,0.00618753663747,-0.413012050612,0.7,-0.127421953978,0.459203929082,0.7,0,1.0,0.0,Oranges
9130,1.0,-0.149182014241,-0.0935616217708,-0.159952695872,-0.31323084122,0.181106038256,0.0557796885523,-0.366430363224,0.9,-0.281620266777,-0.00395203041773,1.0,0,1.0,0.0,Yellows
9131,1.0,-0.151240331605,-0.154679427358,-0.169583519347,-0.372546683058,0.180232206254,-0.00487557128551,-0.423392802348,1.0,-0.344160002583,-0.0555316008895,0.0,0,1.0,0.0,Blues
9132,1.0,-0.122734952209,-0.11640382757,-0.138669908403,-0.269898613147,0.192521811067,0.0332380868016,-0.387837385684,0.6,-0.20057309543,0.227446851458,0.2,0,1.0,0.0,Greys
9133,1.0,-0.0693995190291,0.735895968404,0.018153142593,0.407149474637,0.216605080589,0.791785482805,0.60955413432,0.3,0.406749505913,0.285893398758,0.5,0,1.0,1.0,Whites
9134,1.0,1.0,0.767265546459,0.999816360399,0.800280449242,0.998922294575,0.817062789912,0.654709400548,0.5,0.748291849704,0.790115837903,0.6,0,0.0,1.0,Pinks
9135,1.0,0.725562865069,0.581599730905,0.725375162689,0.603425830051,0.743748491454,0.665132216979,0.400081399162,0.3,0.608257214323,0.828818534449,0.5,0,0.0,1.0,Pinks
9136,1.0,-0.235111542493,-0.0343448640145,-0.231004755073,-0.30744972864,0.146423162912,0.113531621094,-0.309387428824,0.6,-0.283969055286,-0.0858839987242,0.2,0,1.0,0.0,Yellows
9137,1.0,0.169061561454,0.0861077532281,0.153777745154,-0.0658297917503,0.341634075585,0.228119421545,-0.186905234253,0.7,-0.063892945381,0.147578747793,0.7,0,0.0,0.0,Reds
9138,1.0,-0.295394379381,-0.349110002774,-0.326026208923,-0.563713697033,0.124289997314,-0.205637456418,-0.590970403457,1.0,-0.507050249691,-0.0935840229305,0.0,0,1.0,0.0,Yellows
9140,1.0,0.17527769469,0.0735109648068,0.157863644652,-0.0848066072062,0.345272611141,0.216308958048,-0.200069145775,0.7,-0.0903121528316,0.101739931223,0.7,0,0.0,0.0,Blues
9141,1.0,-0.215028880543,-0.203727557827,-0.234120184914,-0.430849538376,0.154199131542,-0.0543628697495,-0.467649404722,0.9,-0.394512802717,-0.0806507309927,1.0,0,1.0,0.0,Blues
9142,1.0,0.233883994411,0.040731447151,0.207287700259,-0.0941236408247,0.380524525705,0.185390062031,-0.233836771212,0.7,-0.102741020702,0.110211301213,0.7,0,0.0,0.0,Blues
9143,1.0,-0.0817093471486,-0.0722097563963,-0.0955594348337,-0.196260032293,0.21092070835,0.0767159926643,-0.345862136962,1.0,-0.114171049703,0.35587002217,0.0,0,1.0,0.0,Greys
9144,1.0,-0.101148720694,-0.141433423105,-0.122108413724,-0.251520879687,0.202098012302,0.00836351528229,-0.411018703819,0.6,-0.159538402612,0.364959912193,0.2,0,1.0,0.0,Oranges
9146,1.0,-0.00172068359171,-0.0150424856994,-0.0151825921322,-0.119890930869,0.249207592565,0.132148798852,-0.290002236586,1.0,-0.0426958538164,0.415225324931,0.0,0,1.0,0.0,Yellows
9147,1.0,0.319654135934,0.866995258942,0.39046273969,0.69234271694,0.435203901943,0.896421661076,0.798796229627,0.3,0.699289623953,0.684609443659,0.5,0,0.0,1.0,Whites
