,Overall_happiness_score,Most_Important_Issue,Financial_agenda_matters,Looking_at_poles_results,Yearly_ExpensesK,Married,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,Last_school_grades,Political_interest_Total_Score,Vote
26,0.547251326399,0.3,1.0,0.0,0.936618552022,0.0,0.952768372877,0.937552652448,0.861564585801,1.0,0.937891800626,0.965038523887,0.914865310119,0.4,0.798119190568,Greens
27,0.420867139621,0.2,0.0,0.0,-0.0858844556014,1.0,0.109973409783,-0.0824388997173,0.0608225716876,1.0,0.211082237623,0.26254398338,-0.297552554425,0.6,0.119668449472,Greys
28,0.432029150957,0.4,0.0,0.0,-0.0779150032374,1.0,0.153191620747,-0.0687950369279,0.0953181670547,1.0,0.214743393057,0.303163604039,-0.249359439529,0.8,0.152578226688,Greys
29,0.703667246697,0.2,0.0,0.0,-0.061830847612,1.0,0.265303113046,-0.037392046444,0.234586323098,1.0,0.222228306706,0.405704492978,-0.117198612746,0.6,0.32684773904,Yellows
30,0.521548964386,0.6,1.0,0.0,0.675506043157,0.0,0.267049814329,0.603983318988,0.322945910377,1.0,0.703021821356,0.407271482566,-0.114770553253,0.5,0.320738872813,Pinks
31,0.0677930617996,0.2,0.0,0.0,-0.230986229476,1.0,0.154224610833,-0.201727812803,-0.00579462419472,1.0,0.149926853325,0.304126763192,-0.248435198015,0.6,0.00686411062552,Yellows
32,0.683314972253,0.7,0.0,0.0,-0.208429430592,1.0,0.485717551339,-0.130613059534,0.362656485035,1.0,0.158748752061,0.59677905205,0.171893382194,0.7,0.451089780647,Reds
33,0.637765024223,0.4,0.0,0.0,-0.26141186819,1.0,0.311900896011,-0.203685320132,0.220233674492,1.0,0.138426956144,0.447203111697,-0.0594675667113,0.8,0.316793909642,Reds
34,0.508975507636,0.0,0.0,0.0,-0.015385585248,1.0,0.0542897781267,-0.029792339004,0.0514295100847,1.0,0.244561747829,0.209243508321,-0.357333045046,1.0,0.1215117514,Yellows
35,0.609615684141,0.5,1.0,0.0,0.784598011867,0.0,0.59174326063,0.749282783881,0.591331835814,1.0,0.797039945643,0.684352949662,0.325446982195,0.3,0.573522169698,Pinks
36,0.248302847667,0.5,1.0,0.0,-0.0107080795721,1.0,0.978299794171,0.117832206434,0.656812185693,1.0,0.246870209269,0.983983284324,0.959912264538,0.3,0.628025399578,Whites
37,0.984466011704,0.6,1.0,0.0,0.983528037373,0.0,0.977786070975,0.982226625676,0.978452822247,1.0,0.983667453475,0.983603166638,0.959833315692,0.5,0.979049208311,Pinks
38,0.954347327229,0.5,1.0,0.0,0.820023956508,0.0,0.963963709156,0.837914649433,0.934589645479,1.0,0.828839618967,0.973359111525,0.934953482044,0.3,0.945715875894,Whites
39,-0.177962217238,0.3,1.0,0.0,-0.0491594540694,1.0,0.729804874991,0.045792215811,0.384281099884,1.0,0.228215355958,0.794688457008,0.537609435372,0.4,0.306205778927,Greens
42,0.264445029903,1.0,0.0,0.0,0.330519001525,0.0,0.134671079642,0.283455132104,0.116469230992,1.0,0.444523942359,0.285834449322,-0.270062466844,0.9,0.11196050446,Greys
43,0.863173180702,0.6,1.0,0.0,0.465267242542,0.0,-0.285945510564,0.335268313966,-0.035869695932,1.0,0.538470047841,-0.144731794612,-0.668246948119,0.5,0.0690751877586,Pinks
44,0.723240586019,0.2,0.0,0.0,-0.222538174265,1.0,0.337492455528,-0.16590919665,0.262884503723,1.0,0.153201325966,0.469730761261,-0.0268837208154,0.6,0.36805965972,Reds
45,0.449888198732,0.4,0.0,0.0,-0.118014505784,1.0,0.11491330634,-0.109608043541,0.0649420967154,1.0,0.196641019994,0.267219250661,-0.292124391951,0.8,0.130958888675,Oranges
46,0.219592548414,0.0,0.0,0.0,0.138147347078,0.0,0.195464603181,0.125635801568,0.117847788078,1.0,0.325997529204,0.342293315092,-0.200757739844,1.0,0.119482965073,Blues
47,0.646721435851,0.0,0.0,0.0,-0.243776259342,1.0,0.258587229621,-0.196634410839,0.187073554869,1.0,0.145036743103,0.399671145304,-0.125512207835,1.0,0.286781897469,Reds
48,0.194035398545,0.0,0.0,0.0,0.18871865201,0.0,0.0516590171942,0.147264682299,0.0185543975591,1.0,0.355379069365,0.206697425477,-0.360140607714,1.0,0.020485422678,Greys
49,0.503224004826,0.2,0.0,0.0,-0.172342959933,1.0,0.0627901298859,-0.16494390978,0.0296715645146,1.0,0.17338649706,0.217452728432,-0.348440058255,0.6,0.112216323613,Oranges
50,0.969885821302,0.5,1.0,0.0,0.886254117293,0.0,0.926929872047,0.889747126766,0.922651812405,1.0,0.889958783077,0.945753710269,0.869355227147,0.3,0.932669460377,Whites
51,-0.504334167541,0.5,1.0,0.0,-0.955008182223,1.0,-0.58587308386,-0.946238894797,-0.775549047289,1.0,0.717125387873,-0.513683194552,-0.866481199785,0.3,-0.744456866089,Whites
52,0.0965227402682,1.0,0.0,0.0,-0.19395323743,1.0,0.0508352692422,-0.185591090393,-0.0672534274846,1.0,0.164543201503,0.205899662573,-0.361245052299,0.9,-0.0469285283993,Blues
54,0.356740578239,0.7,0.0,0.0,0.219598712292,0.0,0.210699530192,0.198823563983,0.171100712705,1.0,0.373943454624,0.356254711859,-0.182787625471,0.7,0.186458714567,Reds
55,0.0857264548204,0.2,0.0,0.0,-0.173481097732,1.0,-0.014391555757,-0.177924728851,-0.112542979864,1.0,0.172914977494,0.141906907834,-0.427987268642,0.6,-0.0917385338812,Blues
56,0.675197832281,0.4,0.0,0.0,0.203780954983,0.0,0.151961718861,0.175944530165,0.192882250975,1.0,0.364375138955,0.302016381507,-0.250496107502,0.8,0.264051725205,Yellows
57,0.665199700447,0.2,0.0,0.0,-0.251811417428,1.0,0.304797386615,-0.196441490838,0.222512485555,1.0,0.142006067085,0.440917361504,-0.0683841504971,0.6,0.32303547798,Reds
58,0.51004389628,0.0,0.0,0.0,0.0185858869586,0.0,0.148548018508,0.0143896746542,0.124628253827,1.0,0.26157409986,0.298829522645,-0.254523885496,1.0,0.186069754848,Yellows
59,0.020916592318,0.2,0.0,0.0,-0.162431284506,1.0,0.033621938258,-0.160857523459,-0.0899339683509,1.0,0.177519950167,0.189171090884,-0.379212443875,0.6,-0.0834010846143,Yellows
60,0.161915785362,0.7,0.0,0.0,-0.131560735839,1.0,0.0607224432083,-0.129805586327,-0.0359963559794,1.0,0.190705845046,0.215458313711,-0.350765463463,0.7,-0.0113763535558,Blues
61,0.503815209971,0.0,0.0,0.0,-0.157597181384,1.0,0.139561459019,-0.140195194118,0.0870403780519,1.0,0.179553574722,0.2904214572,-0.264725963064,1.0,0.163647670897,Oranges
62,0.544572871077,0.6,1.0,0.0,0.495620158617,0.0,0.3957201908,0.467565780761,0.38898607738,1.0,0.560873888029,0.520319494007,0.0493727181514,0.5,0.398465327157,Pinks
63,0.991099286059,0.5,1.0,0.0,0.985873333829,0.0,0.995640185706,0.987039707252,0.992964161776,1.0,0.985984689334,0.996788287941,0.992077585007,0.3,0.993311833024,Whites
64,0.262593166918,0.0,0.0,0.0,0.177134563664,0.0,0.195121172808,0.159481278059,0.13317444981,1.0,0.348536882399,0.341977746262,-0.201118644463,1.0,0.138236031643,Blues
65,0.0488464805167,0.7,0.0,0.0,-0.311892316997,1.0,0.0427339132444,-0.289396106801,-0.102966931114,1.0,0.120359111461,0.198040349204,-0.369804190749,0.7,-0.0793009234658,Yellows
66,0.489473665632,0.2,0.0,0.0,-0.174822558698,1.0,0.0844951751905,-0.163727711887,0.0418637561972,1.0,0.172360047391,0.238294466547,-0.325264733174,0.6,0.121098902617,Oranges
67,0.719855343468,0.4,0.0,0.0,-0.118052552532,1.0,0.404112812364,-0.064710048926,0.327406850243,1.0,0.196624222746,0.527536734174,0.0603179882559,0.8,0.418686053556,Reds
68,0.55031397648,0.2,0.0,0.0,-0.0204413856267,1.0,0.0421196114638,-0.036079086761,0.0505063542434,1.0,0.242078783698,0.197443396438,-0.370065255358,0.6,0.128379155722,Yellows
69,0.475533038132,0.7,0.0,0.0,-0.132108393552,1.0,0.0394997007866,-0.133579008575,0.0141182175351,1.0,0.190467805877,0.194895880378,-0.372885331855,0.7,0.090115878205,Oranges
70,0.100945866148,0.4,0.0,0.0,-0.306843217535,1.0,0.0982336109785,-0.276383353561,-0.0516797118666,1.0,0.122109428003,0.251398858971,-0.310640571604,0.8,-0.0235671959048,Yellows
71,0.0222857690038,0.7,0.0,0.0,-0.237266517846,1.0,0.0946582062227,-0.216442885586,-0.058817137528,1.0,0.147515531113,0.247994922402,-0.314526228386,0.7,-0.0491940739921,Yellows
72,0.146617354522,0.2,0.0,0.0,-0.132343039951,1.0,0.0403846846313,-0.133645536024,-0.0538190117504,1.0,0.190365862419,0.195756699478,-0.372116100371,0.6,-0.0303179799515,Blues
73,0.414580998405,1.0,0.0,0.0,-0.0510557796614,1.0,0.180675153533,-0.0411713816113,0.115836577365,1.0,0.227314306091,0.328669524237,-0.217927577793,0.9,0.166242718752,Greys
74,0.176870062079,0.0,0.0,0.0,-0.0567914560023,1.0,0.24811219043,-0.0356812103436,0.113425953152,1.0,0.224599814905,0.3902337847,-0.138343080617,1.0,0.122273585825,Yellows
75,0.0976234408275,0.6,1.0,0.0,0.702858717564,0.0,-0.350664100547,0.531795826091,-0.201222192114,1.0,0.726040965169,-0.218832260127,-0.717111646697,0.5,-0.210543522462,Pinks
76,0.124232708164,0.4,0.0,0.0,-0.198618869656,1.0,0.0422561304743,-0.190980677449,-0.0683891456343,1.0,0.16266432534,0.197576072176,-0.370210115412,0.8,-0.0427030726594,Yellows
77,0.483540619289,1.0,0.0,0.0,-0.170559306281,1.0,0.248968744974,-0.134467668708,0.158634686501,1.0,0.174126739121,0.391006724656,-0.137223471722,0.9,0.226421820771,Yellows
78,-0.219066382201,0.5,1.0,0.0,-0.976982327753,1.0,0.718870928714,-0.762635379418,0.210554713419,1.0,0.250914090165,0.78609363482,0.519692580747,0.3,0.20878183854,Whites
79,0.496397265674,0.7,0.0,0.0,-0.0822274685378,1.0,0.184966501099,-0.0676080047464,0.130655883798,1.0,0.21275834426,0.332629871302,-0.212943607792,0.7,0.196608947747,Greys
80,0.627812547447,0.7,0.0,0.0,-0.23933356021,1.0,0.311991470606,-0.184474471803,0.221969340341,1.0,0.146726164241,0.44728316682,-0.0593467581832,0.7,0.314980878455,Reds
81,0.190339109307,1.0,0.0,0.0,-0.192926664862,1.0,0.0881767461149,-0.178896993881,-0.0209052552375,1.0,0.164958056103,0.241812726806,-0.321441986792,0.9,0.0119941500075,Yellows
82,0.692138937612,0.4,0.0,0.0,-0.259589664916,1.0,0.348672508271,-0.196387970197,0.258092722422,1.0,0.139102773061,0.479515221934,-0.012541971294,0.8,0.360900886994,Reds
83,0.933456539114,0.3,1.0,0.0,0.62178092506,0.0,0.982966548003,0.66849748856,0.910164315339,1.0,0.658887920725,0.9874343353,0.968954011242,0.4,0.934348877406,Whites
85,0.0924765986574,0.4,0.0,0.0,-0.209866757139,1.0,0.0474985930964,-0.19994606858,-0.0731748190193,1.0,0.158179095277,0.20266565178,-0.364752899014,0.8,-0.0518802999974,Blues
86,0.149660675653,0.3,1.0,0.0,0.0936620649308,0.0,0.893511223534,0.195407512637,0.593500724176,1.0,0.301199832045,0.920640712573,0.810293375516,0.4,0.54495433373,Whites
87,0.521675067656,1.0,0.0,0.0,0.0844310187725,0.0,-0.0076155536176,0.0473789505146,0.0268611611479,1.0,0.296176995186,0.148632204139,-0.420880977917,0.9,0.093937893334,Yellows
88,0.379448652039,0.7,0.0,0.0,0.179610506472,0.0,0.249820786988,0.170132404145,0.196946434001,1.0,0.349993719164,0.391775373287,-0.136062485151,0.7,0.217060472971,Reds
89,0.214800282104,0.7,0.0,0.0,0.128283106804,0.0,0.161406080731,0.111767529668,0.0908895939106,1.0,0.320414215709,0.310812979836,-0.240025932136,0.7,0.0947306016502,Blues
90,0.317213081602,0.4,0.0,0.0,0.16935584076,0.0,0.253660392205,0.161812652314,0.184978563287,1.0,0.343979674589,0.395236469618,-0.13144292372,0.8,0.195837865201,Blues
91,0.688007320279,0.7,0.0,0.0,-0.275026714614,1.0,0.3464146815,-0.210161050533,0.253003648713,1.0,0.1334295794,0.477542003378,-0.0154628997719,0.7,0.356659186647,Reds
92,0.319748516808,1.0,0.0,0.0,0.607482087277,0.0,0.651359955693,0.604545258249,0.543410691309,1.0,0.647382806699,0.732487900354,0.415288382418,0.9,0.500541424051,Oranges
93,-0.233954703423,0.3,1.0,0.0,-0.804407750924,1.0,0.986931616881,-0.570937354235,0.427873323938,1.0,0.10352952085,0.990363657667,0.974844583124,0.4,0.391938971068,Whites
94,0.369202782785,1.0,0.0,0.0,0.194991620287,0.0,0.18854051725,0.173985341754,0.153722321104,1.0,0.35911198185,0.335923693784,-0.208717434722,0.9,0.174611730835,Reds
95,0.737256964308,0.7,0.0,0.0,-0.0860411649318,1.0,0.121119084837,-0.0808435240866,0.134662610334,1.0,0.21101056115,0.273080599273,-0.285124721111,0.7,0.243301336902,Yellows
96,0.562007033145,0.4,0.0,0.0,-0.196804140274,1.0,0.0226576670737,-0.192447683718,0.0091520767091,1.0,0.163393844907,0.238049916965,-0.39028796282,0.8,0.10570995685,Oranges
97,0.245958765836,0.2,0.0,0.0,0.206847923908,0.0,0.201353739295,0.186284938236,0.139192695165,1.0,0.366220687294,0.347698854115,-0.193826918548,0.6,0.138585424104,Blues
98,0.509952799333,0.7,0.0,0.0,-0.149877809686,1.0,0.0415478762614,-0.148711052517,0.0197361649962,1.0,0.182824996838,0.19688768043,-0.370745645841,0.7,0.102671794107,Oranges
99,0.217386149979,0.0,0.0,0.0,0.243830732991,0.0,0.0698340674678,0.198007597958,0.0457272599231,1.0,0.388842140433,0.22423527586,-0.340878596018,1.0,0.0453822679383,Greys
101,0.468598851481,0.2,0.0,0.0,-0.263908587095,1.0,0.0828355155211,-0.241444603518,0.0212214268991,1.0,0.137503647759,0.236706838898,-0.327105752524,0.6,0.10512029626,Oranges
102,0.23896552966,0.2,0.0,0.0,0.234932229484,0.0,0.309658138786,0.227530405639,0.219729453868,1.0,0.38333721915,0.445220090152,-0.0622244590552,0.6,0.208852470833,Blues
103,0.260572816597,0.0,0.0,0.0,-0.17265604678,1.0,0.289777593739,-0.129950545334,0.140924718523,1.0,0.173256724171,0.427579151934,-0.0872869091777,0.7,0.170821657373,Yellows
104,0.147926649159,1.0,0.0,0.0,-0.265645216514,1.0,0.0208642692886,-0.252582653993,-0.0900750147671,1.0,0.13686324895,0.17670012203,-0.39235439472,0.9,-0.0533558070449,Yellows
105,0.216096700795,0.7,0.0,0.0,-0.1530996087,1.0,0.14693154261,-0.135139575617,0.0331135050364,1.0,0.181456027395,0.297319103702,-0.256570116975,0.7,0.0629768689914,Yellows
106,0.136215103814,1.0,0.0,0.0,-0.193721326573,1.0,0.0749147538611,-0.181648371822,-0.0417735501422,1.0,0.164636874766,0.229116183326,-0.335717039403,0.9,-0.0166203480293,Blues
107,0.373067873682,0.7,0.0,0.0,-0.140262992598,1.0,-0.0276071507444,-0.151095278928,-0.0564661736423,1.0,0.186940998932,0.128736871194,-0.440942748052,0.7,0.00804105235965,Oranges
109,0.503536713866,0.2,0.0,0.0,0.0204155834864,0.0,0.127437576709,0.0127007757029,0.108529249942,1.0,0.262506614768,0.279034777883,-0.278171282012,0.6,0.170070201634,Yellows
110,0.280943761468,0.0,0.0,0.0,0.201166714423,0.0,0.196403169792,0.180576068701,0.141987941695,1.0,0.362805700422,0.343155547044,-0.199602192427,1.0,0.147768836206,Blues
111,-0.97008520414,0.3,1.0,0.0,0.617153794747,0.0,0.558277350334,0.598493022561,0.209942460382,1.0,0.655153754351,0.656990250887,0.275332932012,0.4,-0.0429417480466,Greens
112,0.740847388697,0.7,0.0,0.0,-0.266245818724,1.0,0.35424388346,-0.201309812841,0.271084911144,1.0,0.136642118973,0.484378343788,-0.00532168890743,0.7,0.381908859095,Reds
115,0.361512944212,0.2,0.0,0.0,0.00760889706755,0.0,0.0813098085438,-0.00560103291467,0.0438738388002,1.0,0.256014453928,0.235246476901,-0.328657145276,0.6,0.0867353779961,Yellows
116,0.375581523028,0.5,1.0,0.0,-0.89761676084,1.0,-0.374768240132,-0.863539858092,-0.431951352857,1.0,0.306353028435,-0.247110460403,-0.735044859811,0.3,-0.278588312078,Whites
118,0.225033192831,1.0,0.0,0.0,0.229864130129,0.0,0.0698132819529,0.185860605115,0.0449368352879,1.0,0.229511645357,0.224215288358,-0.340904302652,0.9,0.0470499947043,Greys
120,0.463695231641,0.7,0.0,0.0,-0.0741318641292,1.0,0.200782716025,-0.0581117272295,0.136493935681,1.0,0.216492380173,0.347175202696,-0.194537940195,0.7,0.195540281646,Yellows
121,0.407207944294,0.2,0.0,0.0,0.184323456828,0.0,0.209392294009,0.16794913166,0.174700305472,1.0,0.352775200114,0.355059618683,-0.184322565244,0.6,0.201313101858,Reds
122,0.357035168528,0.0,0.0,0.0,0.151846942759,0.0,0.253708679024,0.146596415304,0.19034015855,1.0,0.333831711583,0.395279968133,-0.131374847116,1.0,0.209099139562,Reds
123,0.349626526832,0.3,1.0,0.0,0.45328305866,0.0,0.584118286522,0.460024477469,0.47553321503,1.0,0.529750117117,0.678140582739,0.313846361234,0.4,0.446071479847,Greens
124,0.133934570425,0.2,0.0,0.0,-0.262636251629,1.0,0.126795884791,-0.233508484709,-0.0169414065827,1.0,0.137973782439,0.278430709405,-0.279198834987,0.6,-0.00134209689073,Yellows
125,0.183813865743,0.2,0.0,0.0,-0.157772091927,1.0,0.136653090765,-0.140799130915,0.0182655632618,1.0,0.179479790892,0.287694483412,-0.268131600251,0.6,0.044026293869,Yellows
126,0.0945800791023,0.0,0.0,0.0,-0.28572801289,1.0,0.0174290528432,-0.270578068814,-0.107045396537,1.0,0.129566115356,0.173331406874,-0.395907100212,1.0,-0.0768447442447,Yellows
127,0.335638423916,0.2,0.0,0.0,0.589251438849,0.0,0.644938138655,0.587696250844,0.539049933692,1.0,0.632861045776,0.727339525916,0.405446776414,0.6,0.491569394572,Oranges
128,0.497019570265,0.4,0.0,0.0,-0.136548021464,1.0,0.00447955482545,-0.142880058085,-0.00713054231252,1.0,0.188543610698,0.160591318935,-0.408820939451,0.8,0.0748431734967,Oranges
129,0.438854894499,0.7,0.0,0.0,-0.113791796442,1.0,0.0477638874189,-0.116369032839,0.0154761619015,1.0,0.198509761361,0.202922935566,-0.364266426059,0.7,0.0834923979882,Greys
130,0.694265405227,0.7,0.0,0.0,-0.208312183312,1.0,0.336324176016,-0.153721406954,0.258427368084,1.0,0.158795265939,0.468706329153,-0.0283861691864,0.7,0.357792692738,Reds
132,0.51009087078,0.0,0.0,0.0,-0.120122568072,1.0,0.0691855847082,-0.118545397216,0.0445197340271,1.0,0.195711413579,0.223611615868,-0.341618978478,1.0,0.123140478476,Oranges
133,-0.391642884016,0.3,1.0,0.0,0.0897547519469,0.0,0.629521785638,0.150995810455,0.291811732396,1.0,0.299068613065,0.714944473263,0.381371903222,0.4,0.173521730484,Greens
134,-0.585223851775,0.6,1.0,0.0,0.749443571208,0.0,0.126948723487,0.646504343733,0.00498949966451,1.0,0.766098863839,0.278574599703,-0.278846479595,0.5,-0.171676290701,Greens
135,0.280821709212,1.0,0.0,0.0,0.310435907407,0.0,0.141071026457,0.26698748475,0.121038736774,1.0,0.431292639323,0.291835746877,-0.262897312308,0.9,0.120527131916,Greys
136,0.038502802248,0.0,0.0,0.0,-0.281765982382,1.0,0.0979847627835,-0.254617714442,-0.0467083381511,1.0,0.130989900802,0.251162091381,-0.310927353785,1.0,-0.0446670057108,Yellows
137,0.293563193693,0.4,0.0,0.0,0.167230515744,0.0,0.224608144458,0.153089931372,0.158973932744,1.0,0.342739757495,0.368937157549,-0.166369561485,0.8,0.168037561059,Blues
138,0.167112156244,1.0,0.0,0.0,-0.0807317393072,1.0,-0.0462156213914,-0.102224775634,-0.102548890949,1.0,0.213445791657,0.110071097511,-0.45922103255,0.9,-0.075019948045,Yellows
139,0.31264413306,0.4,0.0,0.0,0.27770619708,0.0,0.268966744149,0.258399803653,0.213318420831,1.0,0.410157750607,0.408990147526,-0.112720703603,0.8,0.212909224353,Reds
140,0.119807182776,0.4,0.0,0.0,-0.209920872858,1.0,-0.121831715157,-0.22630088733,-0.188237019532,1.0,0.158157667552,0.0326933054704,-0.530441570539,0.8,-0.15215541185,Yellows
141,0.539854540951,0.7,0.0,0.0,-0.066361155379,1.0,0.0967936311633,-0.0675113242941,0.079526171573,1.0,0.220107114028,0.250028481398,-0.311881574735,0.7,0.156432777015,Oranges
142,0.470397924246,0.0,0.0,0.0,0.0760055624275,0.0,0.143582526036,0.0691102408393,0.148114881992,1.0,0.291629365153,0.327501667508,-0.21929622422,1.0,0.196246823582,Yellows
143,-0.183225930126,0.5,1.0,0.0,-0.371308048346,1.0,0.88370753656,-0.21040055662,0.438291645066,1.0,0.100711287261,0.913236463048,0.792977434086,0.3,0.378438997848,Whites
144,0.460172422706,0.0,0.0,0.0,-0.193881484297,1.0,0.061205033103,-0.183917618237,0.0159185039158,1.0,0.164572181129,0.215923943039,-0.350148987517,1.0,0.093601850248,Oranges
146,0.0700379474532,0.2,0.0,0.0,-0.297142764833,1.0,0.122765428789,-0.264137595744,-0.0389806837838,1.0,0.125507635267,0.274633338719,-0.283717263994,0.6,-0.0181673575011,Yellows
147,0.464802085575,0.4,0.0,0.0,-0.0870312903052,1.0,0.170814907795,-0.0739835022385,0.113167049453,1.0,0.210557974203,0.319547231362,-0.229267655361,0.8,0.175377204874,Greys
148,0.436788094146,0.2,0.0,0.0,-0.0883476951312,1.0,0.119354306574,-0.0831232017528,0.0704112631849,1.0,0.209956997153,0.271415122462,-0.287215933836,0.6,0.13143733384,Greys
149,0.333450632231,1.0,0.0,0.0,-0.127092246214,1.0,0.0938848909889,-0.120768060639,0.0241479685891,1.0,0.192653626621,0.247258097865,-0.315165480988,0.9,0.0736911393064,Greys
150,0.420786818528,0.2,0.0,0.0,-0.134246992528,1.0,0.0562138108423,-0.132841725847,0.0142679167276,1.0,0.189539688479,0.211103983625,-0.355407708663,0.6,0.0806940188081,Oranges
152,0.693473869812,1.0,0.0,0.0,-0.215067442315,1.0,0.341030606956,-0.158863801011,0.260472807677,1.0,0.156126458628,0.472830969114,-0.022355346698,0.9,0.360020553884,Reds
153,0.437760510983,0.2,0.0,0.0,0.303408331093,0.0,0.324585952558,0.289388645759,0.283406619271,1.0,0.426709889938,0.458392373657,-0.043217309198,0.6,0.297253556473,Reds
154,0.0365872388437,0.0,0.0,0.0,-0.154640931274,1.0,0.00903661130219,-0.157903586422,-0.102879218833,1.0,0.180802925824,0.165082156828,-0.404421525194,1.0,-0.0930235561824,Yellows
155,0.0756670963236,0.7,0.0,0.0,-0.187449948751,1.0,-0.0318952690896,-0.192789887001,-0.129489706758,1.0,0.167180112078,0.124448232418,-0.445325890461,0.7,-0.107974981235,Yellows
